run	analyzed	fungi_pct	viruses_pct	bacteria_pct	oomycota_pct	nematoda_pct
ERR13148085	14082890	1.9843	5.1697	0.0	0.0	0.0
ERR13148083	11164900	1.8405	6.2138	0.0	0.0	0.0
ERR13148084	9848614	1.788	5.8681	0.0	0.0	0.0
SRR2932315	24043965	0.0	4.9282	0.0	0.0	0.0
SRR8204149	21825493	56.0327	0.0	0.0	0.0	0.0
SRR35133803	22625581	25.7792	0.0	0.0	0.0	0.0
SRR22973821	31454752	5.9123	0.0	0.5938	0.0	0.0
SRR20750824	1976399	0.0	1.9349	1.6488	0.0	0.0
SRR11462963	40508605	0.0	2.686	0.7792	0.0	0.0
SRR14803615	10925561	0.0	7.9164	3.6192	0.0	0.0
SRR18298159	11066645	0.0	4.4238	0.231	0.0	0.0
SRR27323018	2605974	0.0	16.8525	1.7049	0.0	0.0
SRR36015662	25181034	0.5277	0.0	0.4167	53.5175	0.0
SRR25969049	39787920	2.3655	0.0	4.0577	0.0	0.0
SRR31669301	11450440	0.0	13.9378	4.4227	0.0	0.0
SRR9077195	79589809	14.9222	0.0	1.6478	0.0	0.0
SRR7267231	2059227	2.9354	0.0	0.0	0.0	0.0
SRR8357935	12436640	0.0	1.8236	0.0	0.0	0.0
SRR7507999	4850840	0.0	2.7414	0.0	0.0	0.0
SRR23576585	27744235	2.5705	0.0	3.0109	0.0	0.0
SRR7266049	1439124	2.9234	0.0	0.2248	0.0	0.0
SRR32622728	20769345	1.3007	0.0	0.1769	0.0	0.0
SRR14673916	16149230	1.9459	0.0	1.0163	0.0	0.0
SRR9854219	22324279	0.0	5.7383	0.0	0.0	0.0
SRR10448352	351857	1.6498	57.9451	2.7309	0.0	0.0
SRR20750862	1172354	0.0	3.2695	4.0691	0.0	0.0
SRR31258103	23869083	0.0	2.5756	0.8216	0.0	0.0
ERR5709391	32330178	0.0	18.7921	2.3936	0.0	0.0
SRR10135383	11379150	0.0	2.0974	0.1175	0.0	0.0
SRR34300137	33401444	4.293	0.0	7.1742	0.0	0.0
SRR10448346	2404811	0.4113	68.0208	0.9048	0.0	0.0
SRR24755851	35216094	0.0	2.9271	1.6497	0.0	0.0
SRR36233375	44109735	38.4383	3.5965	1.0622	0.0	0.0
SRR16925053	25901036	0.0	9.4525	0.1051	0.0	0.0
SRR17137458	22059326	0.1444	0.26	1.8279	0.0	0.0
SRR6169925	25703867	0.0	1.7717	0.755	0.0	0.0
SRR8984397	29774652	0.0	3.0409	0.0	0.0	0.0
SRR13822317	18770916	0.0	1.6015	0.0	0.0	0.0
SRR28454439	31956432	0.0	1.0947	0.2424	0.0	0.0
