accession	tissue_raw	tissue_category
SAMN13702992	shoot	aerial_other
SAMN13702991	shoot	aerial_other
SAMN13702990	shoot	aerial_other
SAMN10497203	leaf	leaf
SAMN10497202	leaf	leaf
SAMN10497163	leaf	leaf
SAMN10497162	leaf	leaf
SAMN08744227	Shoot Apex	aerial_other
SAMN08744226	Shoot Apex	aerial_other
SAMN12818715	Anther	aerial_other
SAMN13631158	leaf	leaf
SAMN13631157	leaf	leaf
SAMN13616003	Anther	aerial_other
SAMN11812212	Glume	aerial_other
SAMN11812211	Glume	aerial_other
SAMN11812210	Glume	aerial_other
SAMN11812203	Leaf	leaf
SAMN11812202	Leaf	leaf
SAMN11812201	Leaf	leaf
SAMN11812200	Shoot	aerial_other
SAMN11812199	Shoot	aerial_other
SAMN11812198	Shoot	aerial_other
SAMN13174008	Leaf	leaf
SAMN10919702	shoot	aerial_other
SAMN10919701	shoot	aerial_other
SAMN10919700	shoot	aerial_other
SAMN10919694	shoot	aerial_other
SAMN10919688	shoot	aerial_other
SAMN10919687	shoot	aerial_other
SAMN10919686	shoot	aerial_other
SAMN10919685	shoot	aerial_other
SAMN10919684	shoot	aerial_other
SAMN10919678	shoot	aerial_other
SAMN10919677	shoot	aerial_other
SAMN10919676	shoot	aerial_other
SAMN10919670	shoot	aerial_other
SAMN10919669	shoot	aerial_other
SAMN10919668	shoot	aerial_other
SAMN10919667	shoot	aerial_other
SAMN10919666	shoot	aerial_other
SAMN10919660	shoot	aerial_other
SAMN10919659	shoot	aerial_other
SAMN10919658	shoot	aerial_other
SAMN10919657	shoot	aerial_other
SAMN10919647	shoot	aerial_other
SAMN10919646	shoot	aerial_other
SAMN10919645	shoot	aerial_other
SAMN10919644	shoot	aerial_other
SAMN10919638	shoot	aerial_other
SAMN10919637	shoot	aerial_other
SAMN10919636	shoot	aerial_other
SAMN10919635	shoot	aerial_other
SAMN10919634	shoot	aerial_other
SAMN10919628	shoot	aerial_other
SAMN10919627	shoot	aerial_other
SAMN10919626	shoot	aerial_other
SAMN10919625	shoot	aerial_other
SAMN10919624	shoot	aerial_other
SAMN10919618	shoot	aerial_other
SAMN10919617	shoot	aerial_other
SAMN10919616	shoot	aerial_other
SAMN10919615	shoot	aerial_other
SAMN10919614	shoot	aerial_other
SAMN10919608	shoot	aerial_other
SAMN10919607	shoot	aerial_other
SAMN10919606	shoot	aerial_other
SAMN10919605	shoot	aerial_other
SAMN10919604	shoot	aerial_other
SAMN10919598	shoot	aerial_other
SAMN10919597	shoot	aerial_other
SAMN10919596	shoot	aerial_other
SAMN10919595	shoot	aerial_other
SAMN10919594	shoot	aerial_other
SAMN10919563	shoot	aerial_other
SAMN10919562	shoot	aerial_other
SAMN10919561	shoot	aerial_other
SAMN10919560	shoot	aerial_other
SAMN10919559	shoot	aerial_other
SAMN10919553	shoot	aerial_other
SAMN10919552	shoot	aerial_other
SAMN10919551	shoot	aerial_other
SAMN10919550	shoot	aerial_other
SAMN10919549	shoot	aerial_other
SAMN10919548	shoot	aerial_other
SAMN10919543	shoot	aerial_other
SAMN10919542	shoot	aerial_other
SAMN10919541	shoot	aerial_other
SAMN10919540	shoot	aerial_other
SAMN10919539	shoot	aerial_other
SAMN10919538	shoot	aerial_other
SAMN10919537	shoot	aerial_other
SAMN10919536	shoot	aerial_other
SAMN10919530	shoot	aerial_other
SAMN10919529	shoot	aerial_other
SAMN10919528	shoot	aerial_other
SAMN10919527	shoot	aerial_other
SAMN10919526	shoot	aerial_other
SAMN10919524	shoot	aerial_other
SAMN10919523	shoot	aerial_other
SAMN10919522	shoot	aerial_other
SAMN10919517	shoot	aerial_other
SAMN10919516	shoot	aerial_other
SAMN10919513	shoot	aerial_other
SAMN10919512	shoot	aerial_other
SAMN10919506	shoot	aerial_other
SAMN10919505	shoot	aerial_other
SAMN10919504	shoot	aerial_other
SAMN10919503	shoot	aerial_other
SAMN10919502	shoot	aerial_other
SAMN10919500	shoot	aerial_other
SAMN10919499	shoot	aerial_other
SAMN10919498	shoot	aerial_other
SAMN10919496	shoot	aerial_other
SAMN10919495	shoot	aerial_other
SAMN10919494	shoot	aerial_other
SAMN10919493	shoot	aerial_other
SAMN10919492	shoot	aerial_other
SAMN10919486	shoot	aerial_other
SAMN10919485	shoot	aerial_other
SAMN10919482	shoot	aerial_other
SAMN10919481	shoot	aerial_other
SAMN10919480	shoot	aerial_other
SAMN10919479	shoot	aerial_other
SAMN10919478	shoot	aerial_other
SAMN10919473	shoot	aerial_other
SAMN10919472	shoot	aerial_other
SAMN10919471	shoot	aerial_other
SAMN10919470	shoot	aerial_other
SAMN10919462	shoot	aerial_other
SAMN10919461	shoot	aerial_other
SAMN10919460	shoot	aerial_other
SAMN10919459	shoot	aerial_other
SAMN10919453	shoot	aerial_other
SAMN10919444	shoot	aerial_other
SAMN10919443	shoot	aerial_other
SAMN10919436	shoot	aerial_other
SAMN10919435	shoot	aerial_other
SAMN10919434	shoot	aerial_other
SAMN10919433	shoot	aerial_other
SAMN10919432	shoot	aerial_other
SAMN10919428	shoot	aerial_other
SAMN10919426	shoot	aerial_other
SAMN10919420	shoot	aerial_other
SAMN10919419	shoot	aerial_other
SAMN10919418	shoot	aerial_other
SAMN10919417	shoot	aerial_other
SAMN10919416	shoot	aerial_other
SAMN10919410	shoot	aerial_other
SAMN10919409	shoot	aerial_other
SAMN10919408	shoot	aerial_other
SAMN10919407	shoot	aerial_other
SAMN10919404	shoot	aerial_other
SAMN10919403	shoot	aerial_other
SAMN10919402	shoot	aerial_other
SAMN10919401	shoot	aerial_other
SAMN10919400	shoot	aerial_other
SAMN10919394	shoot	aerial_other
SAMN10919393	shoot	aerial_other
SAMN10919392	shoot	aerial_other
SAMN10919391	shoot	aerial_other
SAMN10919390	shoot	aerial_other
SAMN10919386	shoot	aerial_other
SAMN10919384	shoot	aerial_other
SAMN10919383	shoot	aerial_other
SAMN10919382	shoot	aerial_other
SAMN10919381	shoot	aerial_other
SAMN10919380	shoot	aerial_other
SAMN10919379	shoot	aerial_other
SAMN10919378	shoot	aerial_other
SAMN10919372	shoot	aerial_other
SAMN10919371	shoot	aerial_other
SAMN10919370	shoot	aerial_other
SAMN10919369	shoot	aerial_other
SAMN10919368	shoot	aerial_other
SAMN10919362	shoot	aerial_other
SAMN10919361	shoot	aerial_other
SAMN10919360	shoot	aerial_other
SAMN10919359	shoot	aerial_other
SAMN10919355	shoot	aerial_other
SAMN10919354	shoot	aerial_other
SAMN10919353	shoot	aerial_other
SAMN10919352	shoot	aerial_other
SAMN10919346	shoot	aerial_other
SAMN10919345	shoot	aerial_other
SAMN10919344	shoot	aerial_other
SAMN10919343	shoot	aerial_other
SAMN10919342	shoot	aerial_other
SAMN10919335	shoot	aerial_other
SAMN10919334	shoot	aerial_other
SAMN10919333	shoot	aerial_other
SAMN10919332	shoot	aerial_other
SAMN10919331	shoot	aerial_other
SAMN10919325	shoot	aerial_other
SAMN10919324	shoot	aerial_other
SAMN10919318	shoot	aerial_other
SAMN10919317	shoot	aerial_other
SAMN10919316	shoot	aerial_other
SAMN10919315	shoot	aerial_other
SAMN10919314	shoot	aerial_other
SAMN10919309	shoot	aerial_other
SAMN10919308	shoot	aerial_other
SAMN10919307	shoot	aerial_other
SAMN10919304	shoot	aerial_other
SAMN10919298	shoot	aerial_other
SAMN10919297	shoot	aerial_other
SAMN10919296	shoot	aerial_other
SAMN10919290	shoot	aerial_other
SAMN10919289	shoot	aerial_other
SAMN10919288	shoot	aerial_other
SAMN10919287	shoot	aerial_other
SAMN10919286	shoot	aerial_other
SAMN10919280	shoot	aerial_other
SAMN10919279	shoot	aerial_other
SAMN10919278	shoot	aerial_other
SAMN10919277	shoot	aerial_other
SAMN10919276	shoot	aerial_other
SAMN10919270	shoot	aerial_other
SAMN10919269	shoot	aerial_other
SAMN10919268	shoot	aerial_other
SAMN10919267	shoot	aerial_other
SAMN10919266	shoot	aerial_other
SAMN10919260	shoot	aerial_other
SAMN10919259	shoot	aerial_other
SAMN10919258	shoot	aerial_other
SAMN10919257	shoot	aerial_other
SAMN10919256	shoot	aerial_other
SAMN10919251	shoot	aerial_other
SAMN10919250	shoot	aerial_other
SAMN10919249	shoot	aerial_other
SAMN10919248	shoot	aerial_other
SAMN10919247	shoot	aerial_other
SAMN10919241	shoot	aerial_other
SAMN10919240	shoot	aerial_other
SAMN10919239	shoot	aerial_other
SAMN10919223	shoot	aerial_other
SAMN10919221	shoot	aerial_other
SAMN10919220	shoot	aerial_other
SAMN10919219	shoot	aerial_other
SAMN10919218	shoot	aerial_other
SAMN10919212	shoot	aerial_other
SAMN10919211	shoot	aerial_other
SAMN10919210	shoot	aerial_other
SAMN10919209	shoot	aerial_other
SAMN10919204	shoot	aerial_other
SAMN10919203	shoot	aerial_other
SAMN10919202	shoot	aerial_other
SAMN10919201	shoot	aerial_other
SAMN10919200	shoot	aerial_other
SAMN10919180	shoot	aerial_other
SAMN10919179	shoot	aerial_other
SAMN10919173	shoot	aerial_other
SAMN10919172	shoot	aerial_other
SAMN10919171	shoot	aerial_other
SAMN10919170	shoot	aerial_other
SAMN10919169	shoot	aerial_other
SAMN10919162	shoot	aerial_other
SAMN10919161	shoot	aerial_other
SAMN10919160	shoot	aerial_other
SAMN10919159	shoot	aerial_other
SAMN10919158	shoot	aerial_other
SAMN10919155	shoot	aerial_other
SAMN10919154	shoot	aerial_other
SAMN10919153	shoot	aerial_other
SAMN13186649	Leaf	leaf
SAMN10227646	rosettes	aerial_other
SAMN12058543	leaves	leaf
SAMN12058542	leaves	leaf
SAMN12058537	leaves	leaf
SAMN12058536	leaves	leaf
SAMN12058533	leaves	leaf
SAMN12058532	leaves	leaf
SAMN12058527	leaves	leaf
SAMN12058526	leaves	leaf
SAMN12058519	leaves	leaf
SAMN12058518	leaves	leaf
SAMN13155053	leaves	leaf
SAMN13155052	leaves	leaf
SAMN13155051	leaves	leaf
SAMN13155050	leaves	leaf
SAMN13155049	leaves	leaf
SAMN13155048	leaves	leaf
SAMN13155047	leaves	leaf
SAMN13155046	leaves	leaf
SAMN13155045	leaves	leaf
SAMN13155044	leaves	leaf
SAMN13155043	leaves	leaf
SAMN13155042	leaves	leaf
SAMN13155041	leaves	leaf
SAMN13155040	leaves	leaf
SAMN13155039	leaves	leaf
SAMN13155038	leaves	leaf
SAMN13155037	leaves	leaf
SAMN13155036	leaves	leaf
SAMN13155035	leaves	leaf
SAMN13155034	leaves	leaf
SAMN13155033	leaves	leaf
SAMN13155032	leaves	leaf
SAMN13155031	leaves	leaf
SAMN13155030	leaves	leaf
SAMN13155029	leaves	leaf
SAMN13155028	leaves	leaf
SAMN13155027	leaves	leaf
SAMN13155026	leaves	leaf
SAMN13155025	leaves	leaf
SAMN13155024	leaves	leaf
SAMN13155023	leaves	leaf
SAMN13155022	leaves	leaf
SAMN13155021	leaves	leaf
SAMN13155020	leaves	leaf
SAMN13155019	leaves	leaf
SAMN13155018	leaves	leaf
SAMN13155017	leaves	leaf
SAMN13155016	leaves	leaf
SAMN13155015	leaves	leaf
SAMN13155014	leaves	leaf
SAMN13155013	leaves	leaf
SAMN13155012	leaves	leaf
SAMN13155011	leaves	leaf
SAMN13155010	leaves	leaf
SAMN13155009	leaves	leaf
SAMN13155008	leaves	leaf
SAMN13155007	leaves	leaf
SAMN13155006	leaves	leaf
SAMN13155005	leaves	leaf
SAMN13155004	leaves	leaf
SAMN13155003	leaves	leaf
SAMN13149703	leaves	leaf
SAMN13149702	leaves	leaf
SAMN13149701	leaves	leaf
SAMN13149700	leaves	leaf
SAMN13149699	leaves	leaf
SAMN13149698	leaves	leaf
SAMN13149697	leaves	leaf
SAMN13149696	leaves	leaf
SAMN13149695	leaves	leaf
SAMN13149694	leaves	leaf
SAMN13149693	leaves	leaf
SAMN13149692	leaves	leaf
SAMN13149691	leaves	leaf
SAMN13149690	leaves	leaf
SAMN13149689	leaves	leaf
SAMN13149688	leaves	leaf
SAMN13149687	leaves	leaf
SAMN13149686	leaves	leaf
SAMN13149685	leaves	leaf
SAMN13149684	leaves	leaf
SAMN13149683	leaves	leaf
SAMN10055747	Leaves	leaf
SAMN13008994	leaves	leaf
SAMN13008993	leaves	leaf
SAMN13008705	leaf	leaf
SAMN13008704	leaf	leaf
SAMN13008703	leaf	leaf
SAMN13008702	leaf	leaf
SAMN13008701	leaf	leaf
SAMN13008700	leaf	leaf
SAMN12788773	leaf midrib and petiole	leaf
SAMN12788772	leaf midrib and petiole	leaf
SAMN12788771	leaf midrib and petiole	leaf
SAMN12788770	leaf midrib and petiole	leaf
SAMN12788769	leaf midrib and petiole	leaf
SAMN12788768	leaf midrib and petiole	leaf
SAMN12788767	leaf midrib and petiole	leaf
SAMN12788766	leaf midrib and petiole	leaf
SAMN12788765	leaf midrib and petiole	leaf
SAMN12788764	leaf midrib and petiole	leaf
SAMN12788763	leaf midrib and petiole	leaf
SAMN12788762	leaf midrib and petiole	leaf
SAMN12788761	leaf midrib and petiole	leaf
SAMN12788760	leaf midrib and petiole	leaf
SAMN12788759	leaf midrib and petiole	leaf
SAMN12788758	leaf midrib and petiole	leaf
SAMN12788757	leaf midrib and petiole	leaf
SAMN12788756	leaf midrib and petiole	leaf
SAMN12788755	leaf midrib and petiole	leaf
SAMN12788754	leaf midrib and petiole	leaf
SAMN12788753	leaf midrib and petiole	leaf
SAMN12788752	leaf midrib and petiole	leaf
SAMN12788751	leaf midrib and petiole	leaf
SAMN12788750	leaf midrib and petiole	leaf
SAMN12788749	leaf midrib and petiole	leaf
SAMN12788748	leaf midrib and petiole	leaf
SAMN12788747	leaf midrib and petiole	leaf
SAMN12788746	leaf midrib and petiole	leaf
SAMN12788745	leaf midrib and petiole	leaf
SAMN12788744	leaf midrib and petiole	leaf
SAMN12788743	leaf midrib and petiole	leaf
SAMN12788742	leaf midrib and petiole	leaf
SAMN12788741	leaf midrib and petiole	leaf
SAMN12788740	leaf midrib and petiole	leaf
SAMN12788739	leaf midrib and petiole	leaf
SAMN12788738	leaf midrib and petiole	leaf
SAMN12788737	leaf midrib and petiole	leaf
SAMN12788736	leaf midrib and petiole	leaf
SAMN12788735	leaf midrib and petiole	leaf
SAMN12788734	leaf midrib and petiole	leaf
SAMN12788733	leaf midrib and petiole	leaf
SAMN12788732	leaf midrib and petiole	leaf
SAMN12788731	leaf midrib and petiole	leaf
SAMN12788730	leaf midrib and petiole	leaf
SAMN12788729	leaf midrib and petiole	leaf
SAMN12788728	leaf midrib and petiole	leaf
SAMN12788727	leaf midrib and petiole	leaf
SAMN12788726	leaf midrib and petiole	leaf
SAMN12788725	leaf midrib and petiole	leaf
SAMN12788724	leaf midrib and petiole	leaf
SAMN12788723	leaf midrib and petiole	leaf
SAMN12788722	leaf midrib and petiole	leaf
SAMN12217325	Leaf	leaf
SAMN12217324	Leaf	leaf
SAMN12217323	Leaf	leaf
SAMN12217322	Leaf	leaf
SAMN12217321	Leaf	leaf
SAMN12217320	Leaf	leaf
SAMN10754567	L1 tiller buds	aerial_other
SAMN10754566	L1 tiller buds	aerial_other
SAMN10754565	L1 tiller buds	aerial_other
SAMN10754564	L1 tiller buds	aerial_other
SAMN10754563	L1 tiller buds	aerial_other
SAMN10754562	L1 tiller buds	aerial_other
SAMN10754561	L1 tiller buds	aerial_other
SAMN10754560	L1 tiller buds	aerial_other
SAMN10754559	L1 tiller buds	aerial_other
SAMN10754558	L1 tiller buds	aerial_other
SAMN10754557	L1 tiller buds	aerial_other
SAMN10754556	L1 tiller buds	aerial_other
SAMN10754555	L1 tiller buds	aerial_other
SAMN10754554	L1 tiller buds	aerial_other
SAMN10754553	L1 tiller buds	aerial_other
SAMN10754552	L1 tiller buds	aerial_other
SAMN10754551	L1 tiller buds	aerial_other
SAMN10754550	L1 tiller buds	aerial_other
SAMN10754549	L1 tiller buds	aerial_other
SAMN10754548	L1 tiller buds	aerial_other
SAMN10754547	L1 tiller buds	aerial_other
SAMN10754546	L1 tiller buds	aerial_other
SAMN10754545	L1 tiller buds	aerial_other
SAMN10754544	L1 tiller buds	aerial_other
SAMN10754543	L1 tiller buds	aerial_other
SAMN10754542	L1 tiller buds	aerial_other
SAMN10754541	L1 tiller buds	aerial_other
SAMN12586658	leaf	leaf
SAMN10022829	leaf	leaf
SAMN10022828	leaf	leaf
SAMN06611274	tassel	aerial_other
SAMN06611256	tassel	aerial_other
SAMN11192091	leaf	leaf
SAMN11192088	leaf	leaf
SAMN11192087	leaf	leaf
SAMN11192086	leaf	leaf
SAMN11192084	leaf	leaf
SAMN11192083	leaf	leaf
SAMN11192081	leaf	leaf
SAMN11192080	leaf	leaf
SAMN11192079	leaf	leaf
SAMN11192078	leaf	leaf
SAMN11052541	Bottom Branch tip	aerial_other
SAMN11052540	Apical Meristem	aerial_other
SAMN11052539	Middle Branch tip	aerial_other
SAMN11052538	Middle Branch tip	aerial_other
SAMN11052537	Apical Meristem	aerial_other
SAMN11052536	Middle Branch tip	aerial_other
SAMN11052535	Middle Branch tip	aerial_other
SAMN11052534	Bottom Branch tip	aerial_other
SAMN11052533	Apical Meristem	aerial_other
SAMN11052532	Apical Meristem	aerial_other
SAMN11052531	Middle Branch tip	aerial_other
SAMN11052530	Bottom Branch tip	aerial_other
SAMN11052529	Main Shoot tip	aerial_other
SAMN11052527	Main Shoot tip	aerial_other
SAMN11052525	Main Shoot tip	aerial_other
SAMN11052523	Main Shoot tip	aerial_other
SAMN11052522	Main Shoot tip	aerial_other
SAMN11052521	Main Shoot tip	aerial_other
SAMN11052520	Top Branch tip	aerial_other
SAMN11052519	Top Branch tip	aerial_other
SAMN11052518	Apical Meristem	aerial_other
SAMN11052517	Middle Branch tip	aerial_other
SAMN11052516	Middle Branch tip	aerial_other
SAMN11052515	Bottom Branch tip	aerial_other
SAMN11052514	Top Branch tip	aerial_other
SAMN11052513	Top Branch tip	aerial_other
SAMN11052512	Apical Meristem	aerial_other
SAMN11052511	Middle Branch tip	aerial_other
SAMN11052510	Bottom Branch tip	aerial_other
SAMN11052509	Bottom Branch tip	aerial_other
SAMN11052508	Top Branch tip	aerial_other
SAMN11052507	Apical Meristem	aerial_other
SAMN11052506	Middle Branch tip	aerial_other
SAMN11052505	Middle Branch tip	aerial_other
SAMN11052504	Bottom Branch tip	aerial_other
SAMN11052503	Main Shoot tip	aerial_other
SAMN11052502	Main Shoot tip	aerial_other
SAMN11052501	Main Shoot tip	aerial_other
SAMN11052500	Top branch tip	aerial_other
SAMN11052499	Main Shoot tip	aerial_other
SAMN11052498	Middle branch tip	aerial_other
SAMN11052497	Bottom Branch tip	aerial_other
SAMN11052496	Top branch tip	aerial_other
SAMN11052495	Main Shoot tip	aerial_other
SAMN11052494	Middle branch tip	aerial_other
SAMN11052493	Bottom Branch tip	aerial_other
SAMN11052492	Top branch tip	aerial_other
SAMN11052491	Main Shoot tip	aerial_other
SAMN11052490	Middle branch tip	aerial_other
SAMN11052489	Bottom Branch tip	aerial_other
SAMN11052488	Top Branch tip	aerial_other
SAMN11052487	Apical Meristem	aerial_other
SAMN11052486	Bottom Branch tip	aerial_other
SAMN11052485	Top Branch tip	aerial_other
SAMN11052484	Top Branch tip	aerial_other
SAMN11052483	Apical Meristem	aerial_other
SAMN11052482	Middle Branch tip	aerial_other
SAMN11052481	Bottom Branch tip	aerial_other
SAMN11052480	Bottom Branch tip	aerial_other
SAMN11052479	Top Branch tip	aerial_other
SAMN11052478	Apical Meristem	aerial_other
SAMN11052477	Middle Branch tip	aerial_other
SAMN11052476	Bottom Branch tip	aerial_other
SAMN11052475	Main Shoot tip	aerial_other
SAMN11052474	Main Shoot tip	aerial_other
SAMN11052473	Main Shoot tip	aerial_other
SAMN11052472	Top branch tip	aerial_other
SAMN11052471	Main Shoot tip	aerial_other
SAMN11052470	Middle branch tip	aerial_other
SAMN11052469	Bottom Branch tip	aerial_other
SAMN11052468	Top branch tip	aerial_other
SAMN11052467	Main Shoot tip	aerial_other
SAMN11052466	Middle branch tip	aerial_other
SAMN11052465	Bottom Branch tip	aerial_other
SAMN11052464	Top branch tip	aerial_other
SAMN11052463	Main Shoot tip	aerial_other
SAMN11052462	Middle branch tip	aerial_other
SAMN11052461	Bottom Branch tip	aerial_other
SAMN11052460	Apical Meristem	aerial_other
SAMN11052459	Middle Branch tip	aerial_other
SAMN11052458	Middle Branch tip	aerial_other
SAMN11052457	Bottom Branch tip	aerial_other
SAMN11052456	Top Branch tip	aerial_other
SAMN11052455	Top Branch tip	aerial_other
SAMN11052454	Apical Meristem	aerial_other
SAMN11052453	Middle Branch tip	aerial_other
SAMN11052452	Middle Branch tip	aerial_other
SAMN11052451	Bottom Branch tip	aerial_other
SAMN11052450	Top Branch tip	aerial_other
SAMN11052449	Top Branch tip	aerial_other
SAMN11052448	Apical Meristem	aerial_other
SAMN11052447	Middle Branch tip	aerial_other
SAMN11052446	Bottom Branch tip	aerial_other
SAMN11052445	Bottom Branch tip	aerial_other
SAMN11052444	Main Shoot tip	aerial_other
SAMN11052443	Main Shoot tip	aerial_other
SAMN11052442	Main Shoot tip	aerial_other
SAMN11052441	Top branch tip	aerial_other
SAMN11052440	Main Shoot tip	aerial_other
SAMN11052439	Middle branch tip	aerial_other
SAMN11052438	Bottom Branch tip	aerial_other
SAMN11052437	Top branch tip	aerial_other
SAMN11052436	Main Shoot tip	aerial_other
SAMN11052435	Middle branch tip	aerial_other
SAMN11052434	Bottom Branch tip	aerial_other
SAMN11052433	Top branch tip	aerial_other
SAMN11052432	Main Shoot tip	aerial_other
SAMN11052431	Middle branch tip	aerial_other
SAMN11052430	Bottom Branch tip	aerial_other
SAMN11052429	Top Branch tip	aerial_other
SAMN11052428	Top Branch tip	aerial_other
SAMN11052427	Apical Meristem	aerial_other
SAMN11052426	Middle Branch tip	aerial_other
SAMN11052425	Middle Branch tip	aerial_other
SAMN11052424	Bottom Branch tip	aerial_other
SAMN11052423	Top Branch tip	aerial_other
SAMN11052422	Top Branch tip	aerial_other
SAMN11052421	Apical Meristem	aerial_other
SAMN11052420	Middle Branch tip	aerial_other
SAMN11052419	Bottom Branch tip	aerial_other
SAMN11052418	Top Branch tip	aerial_other
SAMN11052417	Apical Meristem	aerial_other
SAMN11052416	Middle Branch tip	aerial_other
SAMN11052415	Bottom Branch tip	aerial_other
SAMN11052414	Bottom Branch tip	aerial_other
SAMN09508723	leaf	leaf
SAMN09291487	stem	aerial_other
SAMN09291486	stem	aerial_other
SAMN09291484	stem	aerial_other
SAMN09291483	stem	aerial_other
SAMN09508739	leaf	leaf
SAMN09508736	leaf	leaf
SAMN09508735	leaf	leaf
SAMN09508734	leaf	leaf
SAMN09508732	leaf	leaf
SAMN09508731	leaf	leaf
SAMN09508730	leaf	leaf
SAMN09508729	leaf	leaf
SAMN09508727	leaf	leaf
SAMN09508726	leaf	leaf
SAMN09508725	leaf	leaf
SAMN09508724	leaf	leaf
SAMN09291497	stem	aerial_other
SAMN09291495	stem	aerial_other
SAMN09291494	stem	aerial_other
SAMN11124343	leaves	leaf
SAMN11124341	leaves	leaf
SAMN10258513	leaf	leaf
SAMN10258512	leaf	leaf
SAMN09245437	stem	aerial_other
SAMN09245436	stem	aerial_other
SAMN09245435	stem	aerial_other
SAMN09245434	stem	aerial_other
SAMN09245433	stem	aerial_other
SAMN02673189	Flag Leaves	leaf
SAMN02666670	panicle	aerial_other
SAMN11022521	leaf	leaf
SAMN11022520	leaf	leaf
SAMN11022519	leaf	leaf
SAMN11022518	leaf	leaf
SAMN11104800	Leaf	leaf
SAMN09229035	leaf	leaf
SAMN11810256	leaf	leaf
SAMN10518780	leaf	leaf
SAMN08951080	leaf tissues	leaf
SAMN08951079	leaf tissues	leaf
SAMN08951078	leaf tissues	leaf
SAMN08951077	leaf tissues	leaf
SAMN08951076	leaf tissues	leaf
SAMN08951075	leaf tissues	leaf
SAMN08951074	leaf tissues	leaf
SAMN08951073	leaf tissues	leaf
SAMN08951072	leaf tissues	leaf
SAMN08951071	leaf tissues	leaf
SAMN08951070	leaf tissues	leaf
SAMN08951069	leaf tissues	leaf
SAMN08951068	leaf tissues	leaf
SAMN08951067	leaf tissues	leaf
SAMN08951066	leaf tissues	leaf
SAMN08951065	leaf tissues	leaf
SAMN08951064	leaf tissues	leaf
SAMN08951063	leaf tissues	leaf
SAMN08951062	leaf tissues	leaf
SAMN08951061	leaf tissues	leaf
SAMN08951060	leaf tissues	leaf
SAMN08951059	leaf tissues	leaf
SAMN08951058	leaf tissues	leaf
SAMN08951057	leaf tissues	leaf
SAMN10970121	shoot	aerial_other
SAMN10970120	shoot	aerial_other
SAMN10970119	shoot	aerial_other
SAMN10970118	shoot	aerial_other
SAMN10970117	shoot	aerial_other
SAMN10970116	shoot	aerial_other
SAMN10970115	shoot	aerial_other
SAMN10970114	shoot	aerial_other
SAMN11513123	leafs	leaf
SAMN11513122	leafs	leaf
