stratum	Run	mode	BioSample	BioProject	named_host	host_pct	euk_pct	fungi_pct	oomycete_pct	stat_pathogens	co_infection_flag	same_genus_secondary	llm_treatment	llm_study_setting	expected
B2	SRR11947736	mal	SAMN15163801	PRJNA637940	Metarhizium robertsii	0.0	89.3167	89.3167	0.0		single	False			single pathogen, 0% host reads
B2	SRR2086521	mal	SAMN03835260	PRJNA288273	Ascochyta rabiei	0.0	8.3032	8.3032	0.0		single	False			single pathogen, 0% host reads
B2	SRR39053908	mal	SAMN60691550	PRJNA1476203	Penicillium italicum	0.0	66.8551	66.8551	0.0		single	False			single pathogen, 0% host reads
B2	SRR28763246	mal	SAMN40926579	PRJNA1092066	Fusarium oxysporum Fo47	0.0	94.7142	94.7142	0.0		single	False			single pathogen, 0% host reads
B2	SRR14474189	mal	SAMN19066135	PRJNA727720	Botryosphaeria dothidea	0.0	19.4875	19.4875	0.0		single	False			single pathogen, 0% host reads
B2	SRR25065862	mal	SAMN36035995	PRJNA989022	Alternaria solani	0.0	91.1937	91.1937	0.0		single	False			single pathogen, 0% host reads
B2	SRR24182399	mal	SAMN34090796	PRJNA954067	Botrytis cinerea	0.0	92.0531	92.0531	0.0		single	False			single pathogen, 0% host reads
B2	SRR13697278	mal	SAMN17892356	PRJNA701615	Pyricularia oryzae	0.0	89.6976	89.6976	0.0		single	False			single pathogen, 0% host reads
B2	SRR1772879	mal	SAMN03295078	PRJNA273653	Fusarium graminearum PH-1	0.0	50.1164	50.1164	0.0		single	False			single pathogen, 0% host reads
B2	SRR29232469	mal	SAMN06348201	PRJNA1110392	Colletotrichum fructicola	0.0	92.6489	92.6489	0.0		single	False			single pathogen, 0% host reads
B2	SRR28415788	mal	SAMN40573248	PRJNA1090679	Zymoseptoria tritici	0.0	24.9882	24.9882	0.0		single	False			single pathogen, 0% host reads
B2	SRR5829460	mal	SAMN06314689	PRJNA373233	Aspergillus niger NRRL3	0.0	71.6556	71.6556	0.0		single	False			single pathogen, 0% host reads
B2	SRR8798857	mal	SAMN11279444	PRJNA529640	Penicillium digitatum	0.0	96.9164	96.9164	0.0		single	False			single pathogen, 0% host reads
B2	SRR35392030	mal	SAMN51331777	PRJNA1328355	Phytophthora capsici	0.0	93.1544	0.0	93.1544		single	False			single pathogen, 0% host reads
B2	SRR23944536	mal	SAMN33866479	PRJNA946934	Beauveria bassiana	0.0	26.6935	26.6935	0.0		single	False			single pathogen, 0% host reads
B2	SRR18233038	mal	SAMN26429212	PRJNA812755	Fusarium verticillioides	0.0	97.1114	97.1114	0.0		single	False			single pathogen, 0% host reads
B2	SRR22824396	mal	SAMN32321162	PRJNA914121	Trichoderma virens	0.0	41.3687	41.3687	0.0		single	False			single pathogen, 0% host reads
B2	SRR28258158	mal	SAMN40299605	PRJNA1085269	Aspergillus flavus	0.0	89.2181	89.2181	0.0		single	False			single pathogen, 0% host reads
B2	SRR24101663	mal	SAMN34109384	PRJNA953188	Bipolaris maydis	0.0	93.0915	93.0915	0.0		single	False			single pathogen, 0% host reads
B2	SRR33482942	mal	SAMN48387088	PRJNA1260166	Fusarium pseudograminearum	0.0	74.2553	74.2553	0.0		single	False			single pathogen, 0% host reads
B2	SRR1772874	mal	SAMN03295056	PRJNA273653	Fusarium graminearum PH-1	0.0	50.3999	50.3999	0.0		single	False			single pathogen, 0% host reads
B2	SRR36892460	mal	SAMN54742213	PRJNA1405415	Phytophthora capsici	0.0	26.3895	0.0	26.3895		single	False			single pathogen, 0% host reads
B2	SRR2086534	mal	SAMN03835262	PRJNA288273	Ascochyta rabiei	0.0	20.8067	20.8067	0.0		single	False			single pathogen, 0% host reads
B2	SRR31429198	mal	SAMN44855011	PRJNA1187605	Exserohilum turcicum	0.0	55.7002	55.7002	0.0		single	False			single pathogen, 0% host reads
B2	SRR36620082	mal	SAMN54340899	PRJNA1394964	Fusarium verticillioides	0.0	98.9279	98.9279	0.0		single	False			single pathogen, 0% host reads
B2	SRR21986357	mal	SAMN31390116	PRJNA892609	Penicillium digitatum	0.0	56.8257	56.8257	0.0		single	False			single pathogen, 0% host reads
B2	SRR30760092	mal	SAMN43844900	PRJNA1163272	Ustilaginoidea virens	0.0	95.2702	95.2702	0.0		single	False			single pathogen, 0% host reads
B2	SRR7898918	mal	SAMN10124232	PRJNA493011	Fusarium oxysporum f. sp. lycopersici 4287	0.0	44.9743	44.9743	0.0		single	False			single pathogen, 0% host reads
B2	SRR11541086	mal	SAMN14592833	PRJNA625101	Pseudomonas aeruginosa	0.0	44.1502	44.1502	0.0		single	False			single pathogen, 0% host reads
B2	SRR5115629	mal	SAMN06144900	PRJNA338256	Fusarium oxysporum f. sp. cepae	0.0	88.4385	88.4385	0.0		single	False			single pathogen, 0% host reads
B2	SRR18240551	mal	SAMN26281310	PRJNA810759	Rhizoctonia solani	0.0	90.6446	90.6446	0.0		single	False			single pathogen, 0% host reads
B2	SRR28728935	mal	SAMN41001391	PRJNA1101711	Cytospora mali	0.0	14.2807	14.2807	0.0		single	False			single pathogen, 0% host reads
B2	SRR23335484	mal	SAMN33057068	PRJNA934572	Mycosarcoma maydis	0.0	89.5059	89.5059	0.0		single	False			single pathogen, 0% host reads
B2	SRR13290848	mal	SAMN17140714	PRJNA687276	Beauveria bassiana ARSEF 2860	0.0	1042.0105	1042.0105	0.0		single	False			single pathogen, 0% host reads
B2	SRR34732569	mal	SAMN49879614	PRJNA1289099	Puccinia striiformis f. sp. tritici	0.0	5.8053	5.8053	0.0		single	False			single pathogen, 0% host reads
B2	ERR2945649	mal	SAMEA5145517	PRJEB30058	Mycosarcoma maydis	0.0	27.6808	27.6808	0.0		single	False			single pathogen, 0% host reads
B2	SRR9595660	mal	SAMN12130840	PRJNA550522	Metarhizium acridum	0.0	34.1679	34.1679	0.0		single	False			single pathogen, 0% host reads
B2	SRR18513449	mal	SAMN27019562	PRJNA820642	Cytospora chrysosperma	0.0	7.1088	7.1088	0.0		single	False			single pathogen, 0% host reads
B2	SRR1206033	mal	SAMN02709058	PRJNA242795	Phytophthora cactorum	0.0	9.5389	0.0	9.5389		single	False			single pathogen, 0% host reads
B2	SRR25442961	mal	SAMN36720692	PRJNA999194	Fusarium proliferatum	0.0	96.7728	96.7728	0.0		single	False			single pathogen, 0% host reads
B2	SRR28763262	mal	SAMN40926576	PRJNA1092066	Fusarium oxysporum f. sp. lactucae	0.0	92.8664	92.8664	0.0		single	False			single pathogen, 0% host reads
B2	SRR35882171	mal	SAMN52926874	PRJNA1353092	Cytospora mali	0.0	12.5105	12.5105	0.0		single	False			single pathogen, 0% host reads
B2	SRR2054901	mal	SAMN03764484	PRJNA286035	Metarhizium robertsii	0.0	80.5438	80.5438	0.0		single	False			single pathogen, 0% host reads
B2	ERR5775462	mal	SAMEA8609657	PRJEB43636	Clonostachys rosea	0.0	25.274	25.274	0.0		single	False			single pathogen, 0% host reads
B2	SRR651980	mal	SAMN01894159	PRJNA187047	Pyricularia oryzae	0.0	25.2634	25.2634	0.0		single	False			single pathogen, 0% host reads
B2	SRR17670788	mal	SAMN25125531	PRJNA798776	Phytophthora capsici	0.0	17.6019	0.0	17.6019		single	False			single pathogen, 0% host reads
B2	SRR20045999	mal	SAMN29593443	PRJNA836334	Colletotrichum fructicola	0.0	94.7504	94.7504	0.0		single	False			single pathogen, 0% host reads
B2	SRR15318999	mal	SAMN20514954	PRJNA751374	Trichoderma virens	0.0	20.0355	20.0355	0.0		single	False			single pathogen, 0% host reads
B2	SRR21464499	mal	SAMN30662553	PRJNA876621	Colletotrichum graminicola	0.0	87.0807	87.0807	0.0		single	False			single pathogen, 0% host reads
B2	SRR17224070	mal	SAMN24012788	PRJNA788628	Fusarium solani	0.0	60.3602	60.3602	0.0		single	False			single pathogen, 0% host reads
B2	SRR18492811	mal	SAMN26982605	PRJNA820179	Rhizoctonia solani	0.0	92.7407	92.7407	0.0		single	False			single pathogen, 0% host reads
B2	SRR29463721	mal	SAMN41904776	PRJNA1125841	Fusarium culmorum	0.0	13.0304	13.0304	0.0		single	False			single pathogen, 0% host reads
B2	SRR18492817	mal	SAMN26982599	PRJNA820179	Rhizoctonia solani	0.0	92.9868	92.9868	0.0		single	False			single pathogen, 0% host reads
B2	SRR1772910	mal	SAMN03295048	PRJNA273653	Fusarium graminearum PH-1	0.0	48.2565	48.2565	0.0		single	False			single pathogen, 0% host reads
B2	SRR15319025	mal	SAMN20514941	PRJNA751374	Trichoderma virens	0.0	14.7453	14.7453	0.0		single	False			single pathogen, 0% host reads
B2	SRR15991885	mal	SAMN21531076	PRJNA764855	Fusarium verticillioides	0.0	24.3779	24.3779	0.0		single	False			single pathogen, 0% host reads
B2	SRR29746116	mal	SAMN06348201	PRJNA1110392	Colletotrichum fructicola	0.0	96.7099	96.7099	0.0		single	False			single pathogen, 0% host reads
B2	SRR25015511	mal	SAMN35890846	PRJNA987184	Ustilaginoidea virens	0.0	96.1986	96.1986	0.0		single	False			single pathogen, 0% host reads
B2	SRR21195549	mal	SAMN30451158	PRJNA872313	Colletotrichum siamense	0.0	90.6215	90.6215	0.0		single	False			single pathogen, 0% host reads
B2	SRR22261530	mal	SAMN31688119	PRJNA900390	Alternaria alternata	0.0	78.2056	78.2056	0.0		single	False			single pathogen, 0% host reads
B2	SRR10341988	mal	SAMN13108921	PRJNA579360	Clonostachys rosea	0.0	10.461	10.461	0.0		single	False			single pathogen, 0% host reads
B2	SRR6192920	mal	SAMN07792319	PRJNA414516	Metarhizium robertsii ARSEF 23	0.0	96.7511	96.7511	0.0		single	False			single pathogen, 0% host reads
B2	SRR14788337	mal	SAMN19654325	PRJNA736590	Phytophthora nicotianae	0.0	96.0732	0.0	96.0732		single	False			single pathogen, 0% host reads
B2	SRR6132565	mal	SAMN07740628	PRJNA413358	Fusarium graminearum	0.0	34.8214	34.8214	0.0		single	False			single pathogen, 0% host reads
B2	SRR10679569	mal	SAMN13548411	PRJNA595343	Fusarium avenaceum	0.0	19.6113	19.6113	0.0		single	False			single pathogen, 0% host reads
B2	SRR39167173	mal	SAMN60910955	PRJNA1478797	Cytospora chrysosperma	0.0	9.7612	9.7612	0.0		single	False			single pathogen, 0% host reads
B2	SRR8450655	mal	SAMN10762779	PRJNA515621	Bipolaris maydis	0.0	31.4758	31.4758	0.0		single	False			single pathogen, 0% host reads
B2	SRR28255393	mal	SAMN40296757	PRJNA1085217	Phytophthora sojae	0.0	92.1045	0.0	92.1045		single	False			single pathogen, 0% host reads
B2	SRR6220859	mal	SAMN07686393	PRJNA410598	Fusarium graminearum PH-1	0.0	82.8115	82.8115	0.0		single	False			single pathogen, 0% host reads
B2	SRR29891603	mal	SAMN42646725	PRJNA1137888	Alternaria alternata	0.0	96.0793	96.0793	0.0		single	False			single pathogen, 0% host reads
B2	SRR26418490	mal	SAMN34092126	PRJNA1028155	Fusarium oxysporum f. sp. niveum	0.0	96.2939	96.2939	0.0		single	False			single pathogen, 0% host reads
B2	SRR34732544	mal	SAMN49879605	PRJNA1289099	Puccinia striiformis f. sp. tritici	0.0	37.1727	37.1727	0.0		single	False			single pathogen, 0% host reads
B2	SRR1929577	mal	SAMN03444949	PRJNA278877	Aspergillus flavus NRRL3357	0.0	28.3764	28.3764	0.0		single	False			single pathogen, 0% host reads
B2	SRR33696073	mal	SAMN48730034	PRJNA1267768	Puccinia graminis f. sp. tritici	0.0	53.1579	53.1579	0.0		single	False			single pathogen, 0% host reads
B2	SRR3695300	mal	SAMN05271293	PRJNA326033	Fusarium pseudograminearum CS3096	0.0	62.5086	62.5086	0.0		single	False			single pathogen, 0% host reads
B2	SRR24491030	mal	SAMN35020082	PRJNA971132	Fusarium graminearum	0.0	12.8269	12.8269	0.0		single	False			single pathogen, 0% host reads
B2	SRR26148597	mal	SAMN37485575	PRJNA1019470	Exserohilum turcicum	0.0	93.8799	93.8799	0.0		single	False			single pathogen, 0% host reads
B2	SRR21195547	mal	SAMN30451158	PRJNA872313	Colletotrichum siamense	0.0	92.061	92.061	0.0		single	False			single pathogen, 0% host reads
B2	SRR29709027	mal	SAMN42327541	PRJNA1131952	Bipolaris sorokiniana	0.0	90.9017	90.9017	0.0		single	False			single pathogen, 0% host reads
B2	SRR12647644	mal	SAMN16124435	PRJNA663228	Botrytis cinerea B05.10	0.0	98.7891	98.7891	0.0		single	False			single pathogen, 0% host reads
B2	SRR1760712	mal	SAMN03284772	PRJNA272667	Mycosarcoma maydis	0.0	96.3263	96.3263	0.0		single	False			single pathogen, 0% host reads
B2	SRR28352508	mal	SAMN40468095	PRJNA1088402	Colletotrichum gloeosporioides	0.0	96.0802	96.0802	0.0		single	False			single pathogen, 0% host reads
B2	SRR13516466	mal	SAMN17126626	PRJNA686859	Phytophthora cactorum	0.0	25.1268	0.0	25.1268		single	False			single pathogen, 0% host reads
B2	SRR19052614	mal	SAMN28016973	PRJNA833778	Colletotrichum fructicola	0.0	94.226	94.226	0.0		single	False			single pathogen, 0% host reads
B2	SRR24653404	mal	SAMN35126321	PRJNA973976	Cytospora chrysosperma	0.0	8.2564	8.2564	0.0		single	False			single pathogen, 0% host reads
B2	SRR11669512	mal	SAMN14732504	PRJNA627839	Penicillium expansum	0.0	44.5811	44.5811	0.0		single	False			single pathogen, 0% host reads
B2	SRR27533186	mal	SAMN39422996	PRJNA1064071	Fusarium oxysporum f. sp. lycopersici	0.0	71.6052	71.6052	0.0		single	False			single pathogen, 0% host reads
B2	SRR7418155	mal	SAMN09476768	PRJNA477716	Sclerotinia sclerotiorum	0.0	81.2504	81.2504	0.0		single	False			single pathogen, 0% host reads
B2	SRR27533193	mal	SAMN39423003	PRJNA1064071	Fusarium oxysporum f. sp. lycopersici	0.0	76.6444	76.6444	0.0		single	False			single pathogen, 0% host reads
B2	SRR37811640	mal	SAMN56734162	PRJNA1443702	Lasiodiplodia theobromae	0.0	96.2803	96.2803	0.0		single	False			single pathogen, 0% host reads
B2	SRR4875305	mal	SAMN05970496	PRJNA352342	Fusarium fujikuroi	0.0	8.9866	8.9866	0.0		single	False			single pathogen, 0% host reads
B2	SRR26389511	mal	SAMN37821671	PRJNA1028322	Phytophthora capsici	0.0	12.5443	0.0	12.5443		single	False			single pathogen, 0% host reads
B2	SRR14474191	mal	SAMN19066134	PRJNA727720	Botryosphaeria dothidea	0.0	20.8256	20.8256	0.0		single	False			single pathogen, 0% host reads
B2	SRR36622924	mal	SAMN54342727	PRJNA1395065	Fusarium oxysporum	0.0	82.9831	82.9831	0.0		single	False			single pathogen, 0% host reads
B2	SRR14203589	mal	SAMN18323212	PRJNA715022	Trichoderma virens	0.0	85.0006	85.0006	0.0		single	False			single pathogen, 0% host reads
B2	SRR10428543	mal	SAMN13258937	PRJNA588887	Cryphonectria parasitica	0.0	21.8161	21.8161	0.0		single	False			single pathogen, 0% host reads
B2	SRR9614216	mal	SAMN11521411	PRJNA540080	Clonostachys rosea	0.0	13.1445	13.1445	0.0		single	False			single pathogen, 0% host reads
B2	SRR6059245	mal	SAMN07672137	PRJNA407960	Phytophthora infestans	0.0	90.8164	0.0	90.8164		single	False			single pathogen, 0% host reads
B2	SRR29499183	mal	SAMN41988829	PRJNA1127049	Alternaria alternata	0.0	88.9825	88.9825	0.0		single	False			single pathogen, 0% host reads
B2	SRR35882167	mal	SAMN52926878	PRJNA1353092	Cytospora mali	0.0	10.7859	10.7859	0.0		single	False			single pathogen, 0% host reads
B2	SRR32581774	mal	SAMN47204386	PRJNA1231200	Ustilaginoidea virens	0.0	97.1556	97.1556	0.0		single	False			single pathogen, 0% host reads
B2	SRR12623566	mal	SAMN16100087	PRJNA662919	Fusarium oxysporum	0.0	62.1325	62.1325	0.0		single	False			single pathogen, 0% host reads
B2	SRR8179952	mal	SAMN10406669	PRJNA504872	Pseudomonas aeruginosa PAO1	0.0	86.042	86.042	0.0		single	False			single pathogen, 0% host reads
B2	SRR28728936	mal	SAMN41001390	PRJNA1101711	Cytospora mali	0.0	13.2731	13.2731	0.0		single	False			single pathogen, 0% host reads
B2	SRR32377012	mal	SAMN46826956	PRJNA1223823	Botryosphaeria dothidea	0.0	11.7777	11.7777	0.0		single	False			single pathogen, 0% host reads
B2	SRR13789085	mal	SAMN18035158	PRJNA704222	Fusarium odoratissimum	0.0	92.72	92.72	0.0		single	False			single pathogen, 0% host reads
B2	SRR12855408	mal	SAMN16493270	PRJNA670341	Fusarium oxysporum f. sp. pisi	0.0	95.6329	95.6329	0.0		single	False			single pathogen, 0% host reads
B2	SRR11482484	mal	SAMN14538613	PRJNA623067	Stemphylium lycopersici	0.0	20.4697	20.4697	0.0		single	False			single pathogen, 0% host reads
B2	SRR17893299	mal	SAMN25686319	PRJNA803733	Fusarium oxysporum	0.0	91.4397	91.4397	0.0		single	False			single pathogen, 0% host reads
B2	SRR37095539	mal	SAMN55044583	PRJNA1418341	Alternaria alternata	0.0	94.8537	94.8537	0.0		single	False			single pathogen, 0% host reads
B2	ERR10015930	mal	SAMEA110448620	PRJEB55104	Fusarium oxysporum f. sp. cubense	0.0	89.1359	89.1359	0.0		single	False			single pathogen, 0% host reads
B2	SRR1949873	mal	SAMN03444950	PRJNA278877	Aspergillus flavus NRRL3357	0.0	27.7279	27.7279	0.0		single	False			single pathogen, 0% host reads
B2	SRR22838950	mal	SAMN32338622	PRJNA914495	Fusarium pseudograminearum	0.0	93.6284	93.6284	0.0		single	False			single pathogen, 0% host reads
B2	ERR4329544	mal	SAMEA7049417	PRJEB39308	Plenodomus lingam/Leptosphaeria maculans 'brassicae' group	0.0	88.8762	88.8762	0.0		single	False			single pathogen, 0% host reads
B2	SRR29143098	mal	SAMN41510385	PRJNA1115119	Ustilaginoidea virens	0.0	94.8606	94.8606	0.0		single	False			single pathogen, 0% host reads
B2	SRR7956244	mal	SAMN10169086	PRJNA494425	Aspergillus flavus	0.0	88.9409	88.9409	0.0		single	False			single pathogen, 0% host reads
B2	SRR29709047	mal	SAMN42327523	PRJNA1131952	Bipolaris sorokiniana	0.0	89.8293	89.8293	0.0		single	False			single pathogen, 0% host reads
B2	SRR37173569	mal	SAMN55276798	PRJNA1420776	Colletotrichum scovillei	0.0	98.6866	98.6866	0.0		single	False			single pathogen, 0% host reads
B2	SRR37434137	mal	SAMN56276010	PRJNA1430371	Rhizoctonia solani	0.0	5.0208	5.0208	0.0		single	False			single pathogen, 0% host reads
B2	SRR10679567	mal	SAMN13548413	PRJNA595343	Fusarium avenaceum	0.0	19.1527	19.1527	0.0		single	False			single pathogen, 0% host reads
B2	SRR8053384	mal	SAMN10219762	PRJNA494516	Botrytis elliptica	0.0	31.9455	31.9455	0.0		single	False			single pathogen, 0% host reads
B2	SRR13290846	mal	SAMN17140716	PRJNA687276	Beauveria bassiana ARSEF 2860	0.0	1070.0494	1070.0494	0.0		single	False			single pathogen, 0% host reads
B2	SRR22799080	mal	SAMN32299107	PRJNA913446	Fusarium oxysporum f. sp. radicis-lycopersici	0.0	94.8248	94.8248	0.0		single	False			single pathogen, 0% host reads
C	SRR8309952	hal	SAMN10574222	PRJNA509214	Triticum aestivum	61.03	1.61	1.61	0.0	Fusarium graminearum:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12624263	hal	SAMN16109814	PRJNA662936	Solanum lycopersicum	51.51	1.49	1.49	0.0	Botrytis cinerea:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8718810	mal	SAMN11111062	PRJNA526829	Oryza sativa	71.44	0.7	0.7	0.0	Pyricularia oryzae:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR12252986	mal	SAMEA114594380	PRJEB68334	Triticum aestivum	1.85	1.61	1.61	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR21386569	mal	SAMN30559766	PRJNA874673	Arabidopsis thaliana	91.75	0.99	0.99	0.0	Colletotrichum higginsianum:0.9%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6942199	mal	SAMN06313769	PRJNA372577	Zea mays	92.08	1.81	1.81	0.0	Exserohilum turcicum:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR16082437	hal	SAMN21851191	PRJNA766564	Brassica napus	87.16	1.86	1.86	0.0	Sclerotinia sclerotiorum:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR13349959	mal	SAMN17140939	PRJNA687280	Cicer arietinum	95.86	0.87	0.87	0.0	Sclerotinia sclerotiorum:0.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
G	SRR10406052	mal	SAMN12098061	PRJNA588102	Triticum aestivum	61.18	0.8	0.8	0.0	Puccinia striiformis f. sp. tritici:0.5%	single	False	coinf_experiment	lab	intentional co-infection experiment
C	SRR7266361	hal	SAMN09372151	PRJNA473829	Arabidopsis thaliana	19.92	1.71	1.71	0.0	Botrytis cinerea:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR36833373	hal	SAMN54613074	PRJNA1402980	Oryza sativa	81.13	1.91	1.91	0.0	Pyricularia oryzae:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888314	mal	SAMN42623555	PRJNA1137604	Solanum tuberosum	89.79	0.82	0.82	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622708	hal	SAMN47275275	PRJNA1195373	Gossypium hirsutum	90.67	1.31	1.31	0.0	Verticillium dahliae:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267263	hal	SAMN09372876	PRJNA473829	Arabidopsis thaliana	23.51	1.49	1.49	0.0	Botrytis cinerea:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554636	mal	SAMEA4364760	PRJEB14966	Solanum tuberosum	80.54	0.71	0.0	0.71	Phytophthora infestans:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR11696434	mal	SAMN14839911	PRJNA605036	Triticum aestivum	48.44	1.0	1.0	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12624279	hal	SAMN16109800	PRJNA662936	Solanum lycopersicum	51.77	1.41	1.41	0.0	Botrytis cinerea:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR10053817	hal	SAMN12670110	PRJNA563186	Cucumis sativus	95.77	1.2	1.2	0.0	Alternaria alternata:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR22756182	mal	SAMN32086062	PRJNA909570	Triticum aestivum	86.99	0.75	0.75	0.0	Fusarium graminearum:0.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR39231508	mal	SAMN60980695	PRJNA1479505	Glycine max	92.51	1.72	0.0	1.72	Phytophthora sojae:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6942226	mal	SAMN06313214	PRJNA372594	Zea mays	92.55	0.73	0.73	0.0	Exserohilum turcicum:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR391827	mal	SAMN00767944	PRJNA151285	Zea mays	42.94	0.92	0.92	0.0	Colletotrichum graminicola:0.9%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR3721330	mal	SAMN05293909	PRJNA326901	Hordeum vulgare	1.9	1.88	1.88	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7266346	hal	SAMN09372081	PRJNA473829	Arabidopsis thaliana	16.05	1.44	1.44	0.0	Botrytis cinerea:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR31204182	hal	SAMN44554630	PRJNA1181513	Oryza sativa	86.88	1.16	1.16	0.0	Pyricularia oryzae:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8718827	mal	SAMN11111045	PRJNA526829	Oryza sativa	71.54	0.83	0.83	0.0	Pyricularia oryzae:0.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR9875066	mal	SAMN09393900	PRJNA392275	Hordeum vulgare	25.87	1.74	1.74	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32132957	hal	SAMN46422962	PRJNA1215988	Solanum lycopersicum	88.84	1.79	1.79	0.0	Botrytis cinerea:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6942239	mal	SAMN06313794	PRJNA372582	Zea mays	92.83	0.57	0.57	0.0	Exserohilum turcicum:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888311	mal	SAMN42623534	PRJNA1137604	Solanum tuberosum	92.73	0.59	0.59	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
G	ERR6842686	hal	SAMEA10201881	PRJEB47779	Brassica napus	91.09	1.72	1.72	0.0	Plenodomus lingam:1.6%	single	False	coinf_experiment	lab	intentional co-infection experiment
C	DRR207951	hal	SAMD00204754	PRJDB9318	Nicotiana benthamiana	40.11	1.52	0.0	1.52	Phytophthora infestans:1.3%	single	False	host_study	lab	single pathogen, lab, low (0.5–2%)
C	SRR12319283	mal	SAMN15640697	PRJNA646251	Oryza sativa	50.73	1.44	1.44	0.0	Pyricularia oryzae:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR22906547	hal	SAMN32470407	PRJNA916485	Gossypium hirsutum	93.5	1.74	1.74	0.0	Verticillium dahliae:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR15005525	mal	SAMEA117593009	PRJEB84390	Triticum turgidum	45.11	1.02	1.02	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR31417377	mal	SAMN44844810	PRJNA1188614	Sorghum bicolor	78.47	1.85	1.85	0.0	Exserohilum turcicum:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR6335683	mal	SAMEA9434895	PRJEB46468	Solanum lycopersicum	95.16	0.94	0.94	0.0	Fusarium oxysporum:0.5%; Fusarium oxysporum f. sp. lycopersici:0.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR10053822	hal	SAMN12670097	PRJNA563186	Cucumis sativus	96.17	1.44	1.44	0.0	Alternaria alternata:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888321	mal	SAMN42623531	PRJNA1137604	Solanum tuberosum	92.21	0.82	0.82	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR30977603	hal	SAMN44249110	PRJNA1171632	Triticum aestivum	91.86	1.64	1.64	0.0	Puccinia striiformis:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622830	hal	SAMN47275252	PRJNA1195373	Gossypium hirsutum	91.36	1.74	1.74	0.0	Verticillium dahliae:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6286281	mal	SAMN08017088	PRJNA418175	Oryza sativa	64.83	1.6	1.6	0.0	Pyricularia oryzae:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267033	hal	SAMN09373006	PRJNA473829	Arabidopsis thaliana	23.11	1.44	1.44	0.0	Botrytis cinerea:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR6335681	mal	SAMEA9434898	PRJEB46468	Solanum lycopersicum	94.87	0.94	0.94	0.0	Fusarium oxysporum:0.5%; Fusarium oxysporum f. sp. lycopersici:0.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	DRR828908	hal	SAMD01770292	PRJDB38984	Glycine max	94.88	1.95	0.0	1.95	Phytophthora sojae:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622734	hal	SAMN47275107	PRJNA1195373	Gossypium hirsutum	91.54	1.36	1.36	0.0	Verticillium dahliae:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
