# Unpaywall coverage — 725 unique DOIs
doi	bp	has_methods	is_oa	status	host	version	pdf_url
10.3389/fpls.2017.01427	PRJNA395311	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2017.01427/pdf
10.3390/plants11212807	PRJNA862687	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/11/21/2807/pdf?version=1667041501
# 400/725 done
10.1038/s41467-026-73123-y	PRJNA1390310	True	True	gold	publisher	publishedVersion	https://doi.org/10.1038/s41467-026-73123-y
10.1111/pce.13803	PRJNA516527	False	False	closed			
10.1126/science.aao7294	PRJNA415853	True	True	hybrid	publisher	publishedVersion	https://science.sciencemag.org/content/sci/358/6370/1604.full.pdf
10.1038/s41467-019-08726-9	PRJNA483762	True	True	gold	publisher	publishedVersion	https://doi.org/10.1038/s41467-019-08726-9
10.3390/ijms25052701	PRJNA1058883	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/25/5/2701/pdf?version=1708956307
10.15252/embr.202153400	PRJNA598331	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.15252/embr.202153400.pdf
10.3390/ijms26114983	PRJNA1245489	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/26/11/4983/pdf?version=1747908150
10.3390/plants11070864	PRJEB48949	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/11/7/864/pdf?version=1648177823
10.3389/fpls.2022.917493	PRJNA757397	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.917493
10.1186/s12870-019-1653-x	PRJNA437324	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-019-1653-x
10.1186/s12864-017-3642-5	PRJNA327437	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-017-3642-5
10.1371/journal.pone.0178164	PRJNA246444	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0178164&type=printable
10.7554/eLife.44279	PRJNA473829	True	True	gold	publisher	publishedVersion	https://doi.org/10.7554/elife.44279
10.1002/pld3.484	PRJNA327013	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pld3.484
10.1073/pnas.2601719123	PRJNA1217477	True	True	hybrid	publisher	publishedVersion	https://www.pnas.org/doi/pdf/10.1073/pnas.2601719123
10.3390/genes12111789	PRJNA721951	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4425/12/11/1789/pdf?version=1637661551
10.1186/s13059-021-02568-9	PRJNA755474	True	True	gold	publisher	publishedVersion	https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-021-02568-9
10.1016/j.xplc.2023.100775	PRJNA640476	True	True	gold	publisher	publishedVersion	https://doi.org/10.1016/j.xplc.2023.100775
10.1073/pnas.2500029122	PRJNA1188982	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1073/pnas.2500029122
10.1007/s00122-022-04129-5	PRJNA804213	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1007/s00122-022-04129-5.pdf
10.1093/jxb/eraf473	PRJNA1123450	False	False	closed			
10.3389/fgene.2022.1086356	PRJNA531296	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2022.1086356/pdf
10.1093/jxb/erae050	PRJNA977839	False	True	bronze	publisher	publishedVersion	https://academic.oup.com/jxb/advance-article-pdf/doi/10.1093/jxb/erae050/56879974/erae050.pdf
10.1111/nph.19967	PRJNA1129295	False	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.19967
10.1093/plcell/koaf105	PRJNA1041741	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plcell/advance-article-pdf/doi/10.1093/plcell/koaf105/63133103/koaf105.pdf
10.1186/s12915-023-01520-6	PRJNA918399	True	True	gold	publisher	publishedVersion	https://bmcbiol.biomedcentral.com/counter/pdf/10.1186/s12915-023-01520-6
10.1111/mpp.12984	PRJNA477359	True	True	gold	publisher	publishedVersion	https://bsppjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mpp.12984
10.64898/2026.06.02.729393	PRJNA1465640	True	True	green	repository	acceptedVersion	https://doi.org/10.64898/2026.06.02.729393
10.1002/imt2.70029	PRJNA1195373	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/imt2.70029
10.1016/j.celrep.2025.115772	PRJNA1240218	False	True	gold	publisher	publishedVersion	https://www.cell.com/action/showPdf?pii=S2211124725005431
10.1186/1755-8794-7-40	PRJNA1022321	True	True	gold	publisher	publishedVersion	https://bmcmedgenomics.biomedcentral.com/counter/pdf/10.1186/1755-8794-7-40
10.1093/jxb/erx338	PRJNA321917	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/jxb/article-pdf/68/18/5079/25200783/erx338.pdf
10.1101/2021.08.22.455814	PRJNA508768	False	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2021/08/23/2021.08.22.455814.full.pdf
10.1101/2023.03.16.532963	PRJNA563186	False	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2023/03/20/2023.03.16.532963.full.pdf
10.1186/s12870-025-06405-0	PRJNA1203349	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-025-06405-0
10.1016/j.xplc.2024.101011	PRJNA1013336	True	True	gold	publisher	publishedVersion	https://doi.org/10.1016/j.xplc.2024.101011
10.1038/ncomms10456	PRJNA265955	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/ncomms10456.pdf
10.3390/jof10110773	PRJNA1108053	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/jof10110773
10.1186/s12870-019-2149-4	PRJNA509214	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/track/pdf/10.1186/s12870-019-2149-4
10.1093/jxb/eraf432	PRJNA1265690	False	False	closed			
10.1038/s42003-026-09667-y	PRJNA1270936	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s42003-026-09667-y_reference.pdf
10.3389/fpls.2020.00908	PRJNA315516	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2020.00908/pdf
10.1111/pbi.13082	PRJNA471709	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pbi.13082
10.1038/s41467-026-69532-8	PRJNA1190367	True	True	gold	publisher	publishedVersion	https://doi.org/10.1038/s41467-026-69532-8
10.1534/genetics.118.300478	PRJNA417591	True	True	bronze	publisher	publishedVersion	https://www.genetics.org/content/genetics/209/1/143.full.pdf
10.1186/s12864-016-2780-5	PRJNA308408	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-016-2780-5
10.1186/s12870-026-08429-6	PRJNA1363716	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08429-6
10.1038/s41598-023-33335-4	PRJNA899438	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-023-33335-4.pdf
10.1111/mpp.13391	PRJNA918425	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mpp.13391
10.1111/nph.20288	PRJNA1144135	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.20288
# 450/725 done
10.1038/s41438-020-00387-w	PRJNA610066	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41438-020-00387-w.pdf
10.1038/s41467-023-42522-w	PRJNA938065	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-023-42522-w.pdf
10.1038/s41467-025-61827-6	PRJNA423161	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-025-61827-6.pdf
10.1093/plphys/kiab354	PRJNA662936	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plphys/article-pdf/187/3/1250/41074103/kiab354.pdf
10.1111/pbi.70279	PRJNA1031966	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pbi.70279
10.1111/nph.18277	PRJNA755600	False	False	closed			
10.1016/j.celrep.2024.114786	PRJNA336471	False	True	gold	publisher	publishedVersion	https://doi.org/10.1016/j.celrep.2024.114786
10.1111/nph.71053	PRJEB88178	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/nph.71053
10.3389/fpls.2022.1037030	PRJNA893349	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2022.1037030/pdf
10.3390/ijms25116214	PRJNA1073691	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/ijms25116214
10.1093/jxb/erz345	PRJNA495475	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/jxb/article-pdf/70/20/5971/30296998/erz345.pdf
10.1111/nph.71312	PRJNA1394627	False	True	green	repository	submittedVersion	https://pmc.ncbi.nlm.nih.gov/articles/PMC13443279/
10.1038/s41598-020-80280-7	PRJNA679433	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-020-80280-7.pdf
10.1038/s41467-019-09287-7	PRJNA510920	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-019-09287-7.pdf
10.1186/s12864-021-07800-1	PRJNA731024	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-021-07800-1
10.1002/pld3.64	PRJNA261444	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pld3.64
10.1007/s00122-021-03784-4	PRJNA613891	False	False	closed			
10.1038/s41598-025-21482-9	PRJNA810908	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-025-21482-9.pdf
10.3390/ijms21165759	PRJNA644654	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/21/16/5759/pdf?version=1597148208
10.1186/s12863-018-0668-x	PRJNA414570	True	True	gold	publisher	publishedVersion	https://bmcgenomdata.biomedcentral.com/track/pdf/10.1186/s12863-018-0668-x
10.1094/phyto-08-21-0329-r	PRJNA789389	False	False	closed			
10.1186/s12864-019-6369-7	PRJNA540228	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-019-6369-7
10.1093/plcell/koac300	PRJNA869950	True	True	bronze	publisher	publishedVersion	https://academic.oup.com/plcell/article-pdf/35/1/574/48522138/koac300.pdf
10.3389/fpls.2021.761446	PRJNA767817	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2021.761446
10.3390/jof7100825	PRJNA759653	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2309-608X/7/10/825/pdf
10.3389/fpls.2025.1554036	PRJNA1177658	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1554036/pdf
10.1038/s41477-019-0509-6	PRJNA491716	False	False	closed			
10.1371/journal.pone.0261102	PRJNA766564	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0261102&type=printable
10.3390/biology14111488	PRJNA1321556	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2079-7737/14/11/1488/pdf?version=1761309113
10.3390/ijms232113589	PRJNA884711	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/23/21/13589/pdf?version=1667649819
10.1111/nph.17312	PRJNA605937	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/nph.17312
10.1093/jxb/eraf437	PRJNA1101865	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/jxb/advance-article-pdf/doi/10.1093/jxb/eraf437/64475376/eraf437.pdf
10.3389/fmicb.2022.924313	PRJNA824616	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2022.924313
10.1186/s12870-021-03393-9	PRJNA683746	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-021-03393-9
10.1016/j.celrep.2025.116575	PRJNA1255829	False	True	gold	publisher	publishedVersion	https://doi.org/10.1016/j.celrep.2025.116575
10.1093/jxb/eraa601	PRJNA623526	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/jxb/article-pdf/72/7/2696/36785981/eraa601.pdf
10.1016/j.celrep.2022.111877	PRJNA819267	False	True	gold	publisher	publishedVersion	https://doi.org/10.1016/j.celrep.2022.111877
10.1016/j.molp.2021.07.008	PRJNA738667	False	True	bronze	publisher	publishedVersion	http://www.cell.com/article/S1674205221002744/pdf
10.1111/tpj.70182	PRJNA1006331	False	False	closed			
10.1007/s00299-025-03544-4	PRJNA1102319	False	True	green	repository	submittedVersion	https://hal.science/hal-05119616/document
10.1104/pp.15.00852	PRJNA281236	False	True	hybrid	publisher	publishedVersion	http://www.plantphysiol.org/content/plantphysiol/169/4/2422.full.pdf
10.1101/2026.02.24.707787	PRJNA1426942	False	False	error			
10.1093/plcell/koaf233	PRJNA1216614	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plcell/advance-article-pdf/doi/10.1093/plcell/koaf233/64455239/koaf233.pdf
10.3390/biology13060441	PRJNA847036	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/biology13060441
10.3389/fmicb.2022.923281	PRJNA832802	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2022.923281
10.1111/mpp.12734	PRJNA434179	True	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/6638163
10.18699/vjgb-24-103	PRJEB24521	True	True	gold	publisher	publishedVersion	https://vavilov.elpub.ru/jour/article/download/4417/1902
10.3390/jof11020124	PRJNA1211507	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2309-608X/11/2/124/pdf?version=1738921875
10.3390/ijms251910655	PRJNA1112547	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/ijms251910655
10.1126/sciadv.adv1760	PRJNA1171632	True	True	gold	publisher	publishedVersion	https://doi.org/10.1126/sciadv.adv1760
# 500/725 done
10.1111/1462-2920.15031	PRJNA480740	False	False	closed			
10.1007/s42161-025-01986-z	PRJNA1219206	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1007/s42161-025-01986-z.pdf
10.3390/plants14020241	PRJDB19723	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/14/2/241/pdf?version=1737034839
10.1186/s12864-017-3848-6	PRJNA331148	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-017-3848-6
10.3390/ijms241713263	PRJNA1079030	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/24/17/13263/pdf?version=1693220236
10.1105/tpc.17.00238	PRJNA431598	False	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/5894838
10.1111/nph.70025	PRJNA1069975	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.70025
10.3389/fpls.2025.1537921	PRJNA1221348	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2025.1537921
10.3389/fpls.2021.692036	PRJNA717217	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.692036/pdf
10.1016/j.ijfoodmicro.2026.111635	PRJNA1203036	False	False	closed			
10.1016/j.xplc.2025.101542	PRJNA1226203	True	True	gold	publisher	publishedVersion	https://doi.org/10.1016/j.xplc.2025.101542
10.3389/fpls.2022.888939	PRJNA761556	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.888939
10.1111/nph.70621	PRJNA1276321	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.70621
10.3389/fpls.2022.1011064	PRJNA838787	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.1011064
10.1111/mpp.12464	PRJNA322501	True	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/6638281
10.1038/s41598-024-53643-7	PRJNA1018845	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-024-53643-7.pdf
10.3389/fpls.2024.1345774	PRJNA522013	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2024.1345774
10.3389/fpls.2021.700446	PRJNA643674	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.700446/pdf
10.1080/17429145.2024.2393803	PRJNA1100217	False	True	gold	publisher	publishedVersion	https://www.tandfonline.com/doi/pdf/10.1080/17429145.2024.2393803?needAccess=true
10.1105/tpc.17.00764	PRJNA407369	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1105/tpc.17.00764
10.1038/s41598-019-52444-7	PRJNA632579	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-019-52444-7.pdf
10.3390/cells11010037	PRJNA274853	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4409/11/1/37/pdf?version=1640933868
10.3389/fpls.2022.1055277	PRJNA886841	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.1055277
10.3390/ijms241914840	PRJNA911470	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/24/19/14840/pdf?version=1696252543
10.1038/s41467-021-22660-9	PRJNA690691	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-021-22660-9.pdf
10.1038/s41598-020-73521-2	PRJNA595999	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-020-73521-2.pdf
10.1111/1758-2229.70034	PRJEB39398	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/1758-2229.70034
10.3389/fpls.2023.1156514	PRJNA936260	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2023.1156514
10.1093/dnares/dsag005	PRJNA633940	True	True	gold	publisher	publishedVersion	https://doi.org/10.1093/dnares/dsag005
10.1094/PHYTO-05-21-0184-A	PRJNA689677	False	False	closed			
10.3390/ijms22094938	PRJNA509070	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/22/9/4938/pdf?version=1620302121
10.3390/ijms26125538	PRJNA1265958	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/26/12/5538/pdf?version=1749549184
10.1093/aobpla/plae056	PRJNA1101972	True	True	gold	publisher	publishedVersion	https://academic.oup.com/aobpla/article-pdf/16/6/plae056/60585247/plae056.pdf
10.1094/PHYTO-07-24-0240-R	PRJNA1122595	False	False	closed			
10.1016/j.jare.2020.10.004	PRJNA578698	True	True	gold	publisher	publishedVersion	https://www.sciencedirect.com/science/article/pii/S2090123220302241/pdf
10.1038/s41467-020-20777-x	PRJNA674985	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-020-20777-x.pdf
10.3389/fpls.2023.1129515	PRJNA893261	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2023.1129515
10.1111/pbi.70388	PRJNA1280538	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pbi.70388
10.1111/nph.15904	PRJNA492913	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/nph.15904
10.1111/tpj.14184	PRJEB10574	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tpj.14184
10.1101/2026.03.24.712282	PRJNA997093	False	False	error			
10.1371/journal.pone.0214703	PRJNA434655	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0214703&type=printable
10.1093/plcell/koab049	PRJEB36444	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plcell/article-pdf/33/5/1728/38859338/koab049.pdf
10.3389/fpls.2019.01617	PRJNA575690	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2019.01617/pdf
10.3390/ijms231810236	PRJNA853857	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/23/18/10236/pdf?version=1662461383
10.3389/fpls.2023.1212135	PRJNA836253	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2023.1212135/pdf
10.1093/plphys/kiag187	PRJDB9607	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1093/plphys/kiag187
10.1093/plphys/kiac408	PRJNA762085	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plphys/article-pdf/191/1/575/48449643/kiac408.pdf
10.1094/MPMI-03-17-0054-R	PRJNA369690	False	True	bronze	publisher	publishedVersion	https://apsjournals.apsnet.org/doi/pdf/10.1094/MPMI-03-17-0054-R
10.3389/fmicb.2025.1572568	PRJNA1152285	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2025.1572568
# 550/725 done
10.1038/s41598-025-96159-4	PRJEB79249	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-025-96159-4.pdf
10.3389/fpls.2019.01704	PRJNA414966	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2019.01704/pdf
10.3389/fpls.2025.1724180	PRJNA1390436	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1724180/pdf
10.3389/fpls.2021.664733	PRJNA721468	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.664733/pdf
10.1186/s12870-020-02709-5	PRJNA597792	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/track/pdf/10.1186/s12870-020-02709-5
10.1038/s41467-023-36248-y	PRJNA819072	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-023-36248-y.pdf
10.1093/dnares/dsu033	PRJNA256033	True	True	gold	publisher	publishedVersion	https://academic.oup.com/dnaresearch/article-pdf/22/1/1/17462732/dsu033.pdf
10.3389/fmicb.2019.01474	PRJNA485739	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fmicb.2019.01474/pdf
10.1093/nar/gkx085	PRJNA294848	True	True	gold	publisher	publishedVersion	https://doi.org/10.1093/nar/gkx085
10.3389/fpls.2020.00500	PRJNA607858	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2020.00500/pdf
10.1016/j.molp.2020.08.001	PRJNA151401	False	True	bronze	publisher	publishedVersion	http://www.cell.com/article/S1674205220302574/pdf
10.1186/s12870-024-05020-9	PRJNA938609	True	True	gold	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1186/s12870-024-05020-9.pdf
10.3389/fpls.2021.657796	PRJNA483957	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.657796/pdf
10.1111/nph.16907	PRJNA606032	False	False	closed			
10.1371/journal.pone.0206765	PRJNA407898	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0206765&type=printable
10.1093/plphys/kiad150	PRJNA810958	False	True	green	repository	submittedVersion	https://pmc.ncbi.nlm.nih.gov/articles/PMC10231366/pdf/kiad150.pdf
10.1021/acs.jafc.6c00147	PRJNA1416819	False	False	closed			
10.3390/ijms26115194	PRJNA1250220	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/26/11/5194/pdf?version=1748438150
10.1038/s41598-017-04792-5	PRJEB21223	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-017-04792-5.pdf
10.1038/srep37302	PRJNA306542	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/srep37302.pdf
10.1101/2024.02.16.580628	PRJEB64683	True	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2024/02/17/2024.02.16.580628.full.pdf
10.1186/s12864-022-08788-y	PRJNA787359	True	True	gold	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1186/s12864-022-08788-y.pdf
10.1111/tpj.15598	PRJNA740181	False	True	green	repository	submittedVersion	https://hal.science/hal-03452034
10.1038/s41467-023-43178-2	PRJEB24686	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-023-43178-2.pdf
10.3389/fmicb.2025.1639396	PRJNA1215988	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2025.1639396
10.1002/ps.70786	PRJNA1139942	False	False	closed			
10.1038/s41598-024-71941-y	PRJNA376075	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-024-71941-y.pdf
10.1093/plphys/kiab496	PRJNA742147	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plphys/article-pdf/188/1/167/42248220/kiab496.pdf
10.1186/s12870-024-05455-0	PRJNA1113349	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-024-05455-0
10.1186/s12915-023-01726-8	PRJEB47779	True	True	gold	publisher	publishedVersion	https://bmcbiol.biomedcentral.com/counter/pdf/10.1186/s12915-023-01726-8
10.21203/rs.3.rs-8610641/v1	PRJNA1414147	False	True	green	repository	acceptedVersion	https://www.researchsquare.com/article/rs-8610641/latest.pdf
10.3390/genes12060869	PRJNA700112	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4425/12/6/869/pdf?version=1622965682
10.1038/s41438-020-0316-2	PRJNA550997	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41438-020-0316-2.pdf
10.3389/fpls.2022.723356	PRJNA739552	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.723356
10.1080/15592324.2023.2269675	PRJNA322439	True	True	gold	publisher	publishedVersion	https://www.tandfonline.com/doi/pdf/10.1080/15592324.2023.2269675?needAccess=true
10.1186/s13059-023-02891-3	PRJNA793045	True	True	gold	publisher	publishedVersion	https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-023-02891-3
10.1038/s41598-020-77593-y	PRJNA667351	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-020-77593-y.pdf
10.1111/tpj.70590	PRJEB88084	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tpj.70590
10.21203/rs.3.rs-3910094/v1	PRJNA1052939	False	True	green	repository	acceptedVersion	https://www.researchsquare.com/article/rs-3910094/latest.pdf
10.1111/jipb.13732	PRJNA1036172	False	False	closed			
10.1186/s13062-026-00788-2	PRJNA641330	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s13062-026-00788-2
10.3389/fpls.2022.985396	PRJEB13048	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2022.985396/pdf
10.7554/eLife.07295	PRJNA276444	True	True	gold	publisher	publishedVersion	https://doi.org/10.7554/elife.07295
10.1186/s12864-022-08433-8	PRJNA289545	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-022-08433-8
10.1002/ece3.4724	PRJNA415716	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ece3.4724
10.3390/genes13050788	PRJNA782344	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4425/13/5/788/pdf?version=1651141326
10.1093/plcell/koab221	PRJNA739851	False	True	bronze	publisher	publishedVersion	https://academic.oup.com/plcell/article-pdf/33/12/3675/41505085/koab221.pdf
10.3390/ijms241914885	PRJNA432224	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/24/19/14885/pdf?version=1696412874
10.7150/ijbs.70287	PRJNA799026	True	True	gold	publisher	publishedVersion	https://www.ijbs.com/v18p2851.pdf
