mode	Run	BioSample	BioProject	biosample_rep	sra_organism	stat_top_pathogen	stat_top_pct	meta_pathogen	mismatch_flag	bp_title
mal	SRR32667317	SAMN47293241	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667337	SAMN47293249	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667315	SAMN47293291	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	23.71	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667304	SAMN47293301	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667252	SAMN47293247	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695299	SAMN50023702	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR36634281	SAMN54363032	PRJNA1263482	True	Orthotospovirus tomatomaculae			tomato spotted wilt virus	stat_undetected	TSWV D-RB
mal	ERR13033957	SAMEA115544691	PRJEB75479	True	Citrus exocortis viroid			avocado sunblotch viroid	stat_undetected	Exploring RNA modifications in infectious non-coding circular RNAs
mal	SRR5377146	SAMN06630015	PRJNA380230	True	Potato virus Y				stat_undetected	Next generation sequencing for detection and discovery of plant viruses and viroids: comparison of two approaches
mal	SRR37404240	SAMN56197659	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR10971199	SAMN13873286	PRJNA601749	True	Potato virus Y strain O	Potato virus Y	72.71	potato virus y	all_match	PVY Transmission Modes
mal	SRR11194024	SAMN14147592	PRJNA607790	True	Pea early-browning virus			pea early browning virus	stat_undetected	Transcriptome Sequencing Reveals the Genome Sequence of Pea Early Browning Virus from a 29-Year-Old Faba Bean Sample.
mal	SRR18070413	SAMN26038427	PRJNA808246	True	Subterranean clover mottle virus				stat_undetected	Plant virus metagenomic data 2022
mal	SRR28544664	SAMN40732691	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR34695312	SAMN50023646	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR31334583	SAMN44636219	PRJNA1183799	True	Ullucus polerovirus 1				stat_undetected	Plant metagenomics Oxalis tuberosa
mal	SRR37404252	SAMN56197648	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR33583433	SAMN48523083	PRJNA1263482	True	Orthotospovirus tomatomaculae			tomato spotted wilt virus	stat_undetected	TSWV D-RB
mal	SRR26903550	SAMN38335320	PRJNA1043184	True	Maize yellow mosaic virus				stat_undetected	African Maize virome
mal	SRR4240593	SAMN05717952	PRJNA341340	True	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	52.44	sclerotinia sclerotiorum	all_match	Sclerotinia sclerotiorum strain:1980 | isolate:ATCC 18683 Transcriptome or Gene expression
mal	SRR34695361	SAMN50023615	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Impatiens necrotic spot virus	4.74	impatiens necrotic spot orthotospovirus	both_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667277	SAMN47293282	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR9833300	SAMN12359423	PRJNA556551	True	Potato mop-top virus			potato mop-top virus	stat_undetected	Efficient RNA silencing suppression activity of Potato Mop-Top Virus 8K protein is driven by variability and positive selection
mal	SRR11928841	SAMN15062622	PRJNA590139	True	Clover yellow mosaic virus			cucurbit aphid-borne yellows virus	stat_undetected	Identification of unknown plant viruses
mal	SRR16930848	SAMN22502881	PRJNA773642	True	Carrot thin leaf virus			beet western yellows virus	stat_undetected	Enhanced Apiaceous Potyvirus Phylogeny, Novel Viruses, and New Country and Host Records from Sequencing Apiaceae Samples.
mal	SRR34695352	SAMN50023618	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	33.5	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR23870001	SAMN33739635	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR32741176	SAMN47417323	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	38.6	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR17609704	SAMN24926498	PRJNA796936	True	Wheat streak mosaic virus			common oak ringspot-associated virus	stat_undetected	Australian wheat virome
mal	SRR28476528	SAMN40527381	PRJNA1089140	True	Andean potato latent virus				stat_undetected	Historic Tymoviruses
mal	SRR26903543	SAMN38335335	PRJNA1043184	True	Maize chlorotic mottle virus				stat_undetected	African Maize virome
mal	SRR32741173	SAMN47417310	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32741184	SAMN47417307	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667272	SAMN47293287	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	34.65	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR18189685	SAMN26354339	PRJNA811762	True	Beet necrotic yellow vein virus	Beet necrotic yellow vein virus	0.52	beet necrotic yellow vein virus	all_match	BNYVV population sequencing
mal	SRR34695347	SAMN50023658	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	31.98	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR38526331	SAMN59741279	PRJNA1465229	True	Mirafiori lettuce big-vein virus				stat_undetected	Sequencing data from analysis of DSMZ plant virus isolates
mal	SRR35513751	SAMN51637668	PRJNA1331714	True	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	42.37	tomato brown rugose fruit virus	stat_conflict	Whole Genome Sequencing of a Tomato Brown Rugose Fruit Virus (ToBRFV) isolate from Central Anatolia, Turkiye
mal	SRR28475139	SAMN40564415	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR37404253	SAMN56197647	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR37404239	SAMN56197660	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR34695276	SAMN50023687	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34761273	SAMN50023685	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR10971115	SAMN13873363	PRJNA601749	True	Potato virus Y strain N-Wi	Potato virus Y	71.17	potato virus y	all_match	PVY Transmission Modes
mal	SRR8168844	SAMN10352332	PRJNA503094	True	Cowpea aphid-borne mosaic virus				stat_undetected	RNA seq in passion fruits
mal	SRR9062614	SAMN11637366	PRJNA542720	True	Alfamovirus AMV				stat_undetected	Pulse Bio4 safer seed
mal	SRR16930846	SAMN22502883	PRJNA773642	True	Potyvirus apii			beet western yellows virus	stat_undetected	Enhanced Apiaceous Potyvirus Phylogeny, Novel Viruses, and New Country and Host Records from Sequencing Apiaceae Samples.
mal	SRR36397784	SAMN53795542	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR18360533	SAMN26677720	PRJNA816480	True	Citrus dwarfing viroid			citrus dwarfing viroid	stat_undetected	Transcriptome analysis of citrus dwarfing viroid induced dwarfing phenotype of sweet orange on trifoliate orange rootstock
mal	SRR20565365	SAMN29927373	PRJNA861798	True	Tomato necrotic ringspot virus				stat_undetected	Complete genome sequence of tomato necrotic ringspot orthotospovirus in chilli
mal	SRR26903544	SAMN38335334	PRJNA1043184	True	Maize yellow mosaic virus				stat_undetected	African Maize virome
mal	SRR28476521	SAMN40527383	PRJNA1089140	True	Eggplant mosaic virus				stat_undetected	Historic Tymoviruses
mal	SRR28544675	SAMN40732681	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR28476531	SAMN40527396	PRJNA1089140	True	Andean potato latent virus				stat_undetected	Historic Tymoviruses
mal	SRR32667336	SAMN47293250	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	15.75	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695342	SAMN50023663	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	22.82	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667256	SAMN47293323	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	85.6	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695358	SAMN50023648	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695340	SAMN50023664	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Impatiens necrotic spot virus	5.34	impatiens necrotic spot orthotospovirus	both_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR37404249	SAMN56197651	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	ERR903998	SAMEA3432774	PRJEB9490	True	Turnip mosaic virus (isolate UK1)			turnip mosaic virus	stat_undetected	Turnip mosaic virus insertion rate
mal	ERR13033968	SAMEA115544699	PRJEB75479	True	Citrus exocortis viroid			avocado sunblotch viroid	stat_undetected	Exploring RNA modifications in infectious non-coding circular RNAs
mal	SRR37404242	SAMN56197657	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR32741172	SAMN47417311	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	DRR576618	SAMD00796608	PRJDB18332	True	Tulip mild mottle mosaic virus			tulip mild mottle mosaic virus	stat_undetected	First complete genome sequence of tulip mild mottle mosaic virus
mal	SRR22739158	SAMN32217860	PRJNA911975	True	Bean common mosaic virus				stat_undetected	Complete genome sequence of viruses species associated with mungbean virus disease in Thailand
mal	SRR11973035	SAMN15195805	PRJNA590139	True	Cucumber mosaic virus	Cucumber mosaic virus	45.37	cucurbit aphid-borne yellows virus	meta_conflict	Identification of unknown plant viruses
mal	SRR7873467	SAMN10081141	PRJNA491634	True	Mashua virus Y				stat_undetected	Sequencing of historic viral samples
mal	SRR7873469	SAMN10081143	PRJNA491634	True	Potato virus T				stat_undetected	Sequencing of historic viral samples
mal	SRR32667292	SAMN47293268	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	25.51	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR26903542	SAMN38335336	PRJNA1043184	True	Maize chlorotic mottle virus				stat_undetected	African Maize virome
mal	SRR34695341	SAMN50023619	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	36.34	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR23869864	SAMN33749296	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR31841599	SAMN46001285	PRJNA1203667	True	Potato virus Y			potyvirus yituberosi	stat_undetected	Potato virus Y sequencing
mal	SRR28544648	SAMN40732671	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR28475119	SAMN40564433	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR32667329	SAMN47293257	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667273	SAMN47293286	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	30.67	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR33583436	SAMN48523081	PRJNA1263482	True	Orthotospovirus tomatomaculae	Orthotospovirus tomatomaculae	63.22	tomato spotted wilt virus	meta_conflict	TSWV D-RB
mal	SRR32667312	SAMN47293294	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	22.67	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR30598214	SAMN43545308	PRJNA1158682	True	Alphanucleorhabdovirus physostegiae				stat_undetected	Plant metagenomics Sarcocooca
mal	SRR30909758	SAMN44100829	PRJNA1170257	True	Soybean mosaic virus				stat_undetected	Plant metagenomics soybean
mal	SRR32667313	SAMN47293293	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	20.48	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32741183	SAMN47417308	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695295	SAMN50023670	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Impatiens necrotic spot virus	2.64	impatiens necrotic spot orthotospovirus	both_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR7873464	SAMN10081145	PRJNA491634	True	Arracacha virus B				stat_undetected	Sequencing of historic viral samples
mal	SRR34695306	SAMN50023695	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
