mode	Run	BioSample	BioProject	biosample_rep	sra_organism	stat_top_pathogen	stat_top_pct	meta_pathogen	mismatch_flag	bp_title
mal	ERR1607865	SAMEA4415783	PRJEB15280	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity.
mal	ERR1607758	SAMEA4415676	PRJEB15280	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity.
mal	SRR7753253	SAMN09910611	PRJNA487807	True	Penicillium expansum	Penicillium expansum	7.83	penicillium expansum	all_match	Comparative Transcriptomic Analysis of the Interaction between Penicillium expansum and Apple Fruit (Malus pumila Mill.) during Early Stages of Infection.
mal	ERR4315163	SAMEA7035805	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR9995128	SAMN12496163	PRJNA558612	True	Plasmopara viticola			plasmopara viticola	stat_undetected	Plasmopara viticola Genome sequencing
mal	SRR28258113	SAMN40299519	PRJNA1085269	True	Aspergillus flavus	Aspergillus flavus	0.68		all_match	RNA-Seq of A. flavus at different temperature, water activity, and CO2 levels
mal	SRR20695273	SAMN30025545	PRJNA863277	True	Penicillium expansum	Penicillium expansum	12.12	penicillium expansum	all_match	A Tale of Two Molds: Comparative Penicillium spp. transcriptomics reveals conserved pathways, processes, and loci associated with ungerminated conidia and blue mold decay
mal	SRR6942182	SAMN06313587	PRJNA372587	True	Exserohilum turcicum	Exserohilum turcicum	6.33	setosphaeria turcica	meta_conflict	Gene expression profiling of Setosphaeria turcica 28A inoculated Zea mays NIL (Resistant) 10dpi - 82
mal	DRR438359	SAMD00575537	PRJDB15139	True	Colletotrichum orbiculare			colletotrichum orbiculare	stat_undetected	Transcriptome analysis of Colletotrichum orbiculare during host infection
mal	SRR13872297	SAMN18192681	PRJNA383548	True	Phytophthora cactorum			phytophthora cactorum	stat_undetected	Comparative Analysis of Host-Associated Variation in Phytophthora cactorum.
mal	SRR33001940	SAMN47802244	PRJNA1247000	True	Ascochyta rabiei			ascochyta rabiei	stat_undetected	Dual RNA-Seq of mature chickpea plants during infection with Ascochyta rabiei
mal	ERR6335674	SAMEA9434904	PRJEB46468	True	Fusarium oxysporum	Fusarium oxysporum	1.81	fusarium oxysporum	all_match	RNA-Seq of infected Tomato roots by the vascular wilt fungus Fusarium oxysporum
mal	ERR1607752	SAMEA4415670	PRJEB15280	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity.
mal	ERR4315387	SAMEA7036029	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315303	SAMEA7035945	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR5960074	SAMEA8804397	PRJEB45236	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic analyses of the South African Puccinia striiformis f. sp. tritici population
mal	ERR9604441	SAMEA13818129	PRJEB51980	True	Fusarium graminearum PH-1	Fusarium graminearum	0.95	fusarium graminearum	all_match	Spray inoculation of Triticum aestivum (Bobwhite) with Fusarium graminearum str. PH-1
mal	ERR4315634	SAMEA7036277	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR2922444	SAMN04272888	PRJNA297402	True	Ralstonia solanacearum	Ralstonia solanacearum	49.99	ralstonia solanacearum	all_match	Ralstonia solanacearum IIB4 transcriptomics
mal	SRR34575264	SAMN50010378	PRJNA1292970	True	Puccinia graminis f. sp. tritici				stat_undetected	Sequencing of wheat stem rust isolates from Argentina and Uruguay
mal	SRR31429195	SAMN44855008	PRJNA1187605	True	Exserohilum turcicum	Exserohilum turcicum	7.31	exserohilum turcicum	all_match	Genome sequencing, annotation, and gene expression of a maize-specific Exserohilum turcicum strain to study host-specificity
mal	SRR27482751	SAMN39335216	PRJNA1063333	True	Ceratocystis fimbriata			ceratocystis fimbriata	stat_undetected	Ceratocystis fimbriata modulates effectors during infection for both pre- and post-epidemic isolates
mal	SRR6242052	SAMN07836899	PRJNA415866	True	Puccinia graminis f. sp. tritici			puccinia graminis	stat_undetected	Genome sequencing of Australian pathotypes of Puccinia graminis f. sp tritici
mal	ERR4315298	SAMEA7035940	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	DRR438357	SAMD00575535	PRJDB15139	True	Colletotrichum orbiculare			colletotrichum orbiculare	stat_undetected	Transcriptome analysis of Colletotrichum orbiculare during host infection
mal	ERR1607797	SAMEA4415715	PRJEB15280	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity.
mal	SRR37325200	SAMN55898262	PRJNA1426910	True	Cytospora mali			valsa mali	stat_undetected	valsa mali Raw sequence reads
mal	SRR35750207	SAMN52406052	PRJNA1338360	True	Listeria monocytogenes EGD-e	Listeria monocytogenes	6.56	listeria monocytogenes	all_match	Transcriptome analysis suggests the cell wall as the primary target of the antilisterial effect of carrots.
mal	SRR8718798	SAMN11111074	PRJNA526829	True	Pyricularia oryzae			magnaporthe oryzae	stat_undetected	Magnaporthe oryzae Auxiliary Activity Protein MoAa91 Functions as Chitin-Binding Protein To Induce Appressorium Formation on Artificial Inductive Surfaces and Suppress Plant Immunity
mal	SRR12682236	SAMN16230224	PRJNA664705	True	Pseudomonas fluorescens			pseudomonas fluorescens	stat_undetected	Iron deficiency response of interactions between Brachypodium and Pseudomonas fluorescens SBW25 under controlled growth conditions.
mal	SRR11214569	SAMN14258365	PRJNA609706	True	Fusarium verticillioides	Fusarium verticillioides 7600	2.83		all_match	Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)
mal	SRR28892961	SAMN41205805	PRJNA1107791	True	Hyaloperonospora arabidopsidis			hyaloperonospora arabidopsidis	stat_undetected	Deciphering pathogenicity and development in obligate downy mildew pathogen using small RNA approach
mal	ERR3856831	SAMEA6512697	PRJEB36485	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Pathogenomic analyses reveals a potential recent shift in the South African Puccinia striiformis f. sp. tritici population
mal	ERR8571397	SAMEA12991584	PRJEB50522	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	RNA-seq data of Puccinia striiformis f. sp. tritici infection of wheat
mal	ERR4315480	SAMEA7036122	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315579	SAMEA7036222	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315528	SAMEA7036171	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR12867744	SAMN16510406	PRJNA670487	True	Sclerotinia sclerotiorum 1980 UF-70	Sclerotinia sclerotiorum	82.62	sclerotinia sclerotiorum	all_match	Transcriptional response to host chemical cues underpins the expansion of host range in a fungal plant pathogen lineage.
mal	ERR4315221	SAMEA7035863	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315267	SAMEA7035909	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR18253632	SAMN26502497	PRJNA813432	True	Heterodera glycines				stat_undetected	
mal	SRR30771139	SAMN43889035	PRJNA1164193	True	Fusarium graminearum	Fusarium graminearum	16.92	fusarium graminearum ph-1	all_match	Comparative transcriptomics reveal contrasting fungal strategies in a plant pathogen (Fusarium graminearum) versus an endophyte (Metarhizium anisopliae) during initial host colonization
mal	SRR32817842	SAMN47446192	PRJNA1237996	True	Blumeria graminis f. sp. tritici			blumeria graminis f. sp. tritici	stat_undetected	Spray-induced gene silencing enables the characterization of gene function during pre-penetration stages in Blumeria graminis f. sp. tritici.
mal	ERR1224586	SAMEA3731395	PRJEB12497	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	RNA-based sequencing approach (RNA-seq) to assess the global expression profiles of the wheat yellow rust pathogen Puccinia striiformis f. sp. tritici (PST) and its host during infection
mal	SRR11214612	SAMN14258287	PRJNA609706	True	Fusarium verticillioides	Fusarium verticillioides 7600	43.79		all_match	Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)
mal	ERR3300912	SAMEA5585412	PRJEB32362	True	Pectobacterium carotovorum subsp. carotovorum			pectobacterium carotovorum subsp. carotovorum	stat_undetected	RNA-seq of Pectobacterium carotovorum subsp. carotovorum and P. polaris infecting potato at 24, 48 and 72 hpi, and grown on M9 solid minimal medium at 24 hpi
mal	SRR29076502	SAMN41447189	PRJNA1113144	True	Fusarium oxysporum	Fusarium oxysporum	0.99	fusarium oxysporum f. sp. cubense	all_match	Transcriptome analysis provides insights into the role of TLP16 in Musa acuminata Resistance to Fusarium oxysporum f. sp. cubense wilt.
mal	ERR789371	SAMEA3305452	PRJEB8798	True	Zymoseptoria tritici IPO323			zymoseptoria tritici	stat_undetected	Transcriptome and Metabolite Profiling of the Infection Cycle of Zymoseptoria tritici on Wheat Reveals a Biphasic Interaction with Plant Immunity Involving Differential Pathogen Chromosomal Contributions and a Variation on the Hemibiotrophic Lifestyle Definition.
mal	ERR10108631	SAMEA110691668	PRJEB55233	True	Pyricularia oryzae	Pyricularia oryzae	45.94	magnaporthe oryzae	meta_conflict	Genome assembly and RNA-seq analysis of Magnaporthe oryzae pathotype Triticum (MoT) transformant
mal	ERR3170253	SAMEA5366375	PRJEB31334	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315196	SAMEA7035838	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315299	SAMEA7035941	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	DRR195600	SAMD00161427	PRJDB8014	True	Pyricularia oryzae			magnaporthe oryzae	stat_undetected	RNA-sequence of barley leaves infected by blast fungus at the initial infection stage.
mal	ERR4315317	SAMEA7035959	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR35750194	SAMN52406090	PRJNA1338360	True	Listeria monocytogenes	Listeria monocytogenes	7.74	listeria monocytogenes	all_match	Transcriptome analysis suggests the cell wall as the primary target of the antilisterial effect of carrots.
mal	SRR10181221	SAMN12838925	PRJNA574053	True	Burkholderia glumae BGR1			burkholderia glumae bgr1	stat_undetected	RNA-seq analyses of pathogenic Burkholderia glumae under in vivo rice panicle condition
mal	ERR4315479	SAMEA7036121	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR29888311	SAMN42623534	PRJNA1137604	True	Botryosphaeria dothidea			botryosphaeria dothidea	stat_undetected	Co-Expression Network Analysis Suggests PacC Transcriptional Factor Involved in Botryosphaeria dothidea Pathogenicity in Chinese Hickory.
mal	SRR18131788	SAMN26135993	PRJNA808992	True	Colletotrichum gloeosporioides			colletotrichum gloeosporioides	stat_undetected	RNA-Seq of Colletotrichum gloeosporioides during the infection of the model moss Physcomitrium patens
mal	SRR18253614	SAMN26502456	PRJNA813432	True	Heterodera glycines				stat_undetected	
mal	SRR26529157	SAMN37973229	PRJNA1031822	True	Blumeria graminis f. sp. tritici			blumeria graminis f. sp. tritici	stat_undetected	Blumeria graminis f. sp. tritici Transcriptome or Gene expression
mal	SRR28258199	SAMN40299548	PRJNA1085269	True	Aspergillus flavus				stat_undetected	RNA-Seq of A. flavus at different temperature, water activity, and CO2 levels
mal	SRR6242059	SAMN07836902	PRJNA415866	True	Puccinia graminis f. sp. tritici			puccinia graminis	stat_undetected	Genome sequencing of Australian pathotypes of Puccinia graminis f. sp tritici
mal	SRR18253526	SAMN26502412	PRJNA813432	True	Heterodera glycines				stat_undetected	
mal	SRR6793790	SAMN08606208	PRJNA435897	True	Fusarium oxysporum	Fusarium oxysporum	0.55	fusarium oxysporum f. sp. cucumerinum	all_match	Transcriptome analysis of Fusarium oxysporum f. sp. cucumerinum
mal	ERR4315426	SAMEA7036068	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3170267	SAMEA5366389	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	1.48	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315170	SAMEA7035812	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	DRR438346	SAMD00575524	PRJDB15139	True	Colletotrichum orbiculare			colletotrichum orbiculare	stat_undetected	Transcriptome analysis of Colletotrichum orbiculare during host infection
mal	ERR1224566	SAMEA3731375	PRJEB12497	True	Puccinia striiformis			puccinia striiformis f. sp. tritici	stat_undetected	RNA-based sequencing approach (RNA-seq) to assess the global expression profiles of the wheat yellow rust pathogen Puccinia striiformis f. sp. tritici (PST) and its host during infection
mal	ERR6847875	SAMEA9973408	PRJEB47693	True	Puccinia graminis f. sp. tritici	Puccinia graminis	16.43	puccinia graminis f. sp. tritici	all_match	Wheat stem rust recorded for the first time in decades in Ireland.
mal	ERR15005535	SAMEA117593019	PRJEB84390	True	Puccinia triticina			puccinia triticina	stat_undetected	k-mer-based GWAS reveals a candidate avirulence gene and structural variation in Puccinia triticina linked to gain of Lr20 virulence.
mal	ERR4315577	SAMEA7036220	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR8224520	SAMN10458451	PRJNA506360	True	Mycosarcoma maydis	Ustilago maydis	2.45	ustilago maydis	both_conflict	Time series transcriptional profiling of Ustilago maydis SG200 infecting Zea mays.
mal	SRR6286281	SAMN08017088	PRJNA418175	True	Pyricularia oryzae	Pyricularia oryzae	1.27	magnaporthe oryzae	meta_conflict	MAP kinase-dependent cell-to-cell movement drives plant tissue invasion by the rice blast fungus
mal	SRR23373672	SAMN33179562	PRJNA932159	True	Phytophthora capsici			phytophthora capsici	stat_undetected	Transcriptomic analysis reveals pathogenicity mechanisms of Phytophthora capsici in black pepper.
mal	SRR33330116	SAMN47951727	PRJNA1250817	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rapid tracking of new Puccinia striiformis f. sp. tritici pathotypes using field pathogenomics
mal	SRR8733381	SAMN11126422	PRJNA527147	True	Ustilaginoidea virens			ustilaginoidea virens	stat_undetected	Infection process of Ustilaginoidea virens Raw sequence reads
mal	ERR4315397	SAMEA7036039	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3170194	SAMEA5366316	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	1.21	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR8465305	SAMN10781085	PRJNA516028	True	Phytophthora infestans			phytophthora infestans	stat_undetected	Tomato infection by Phytophthora infection
mal	SRR3161852	SAMN04501106	PRJNA311604	True	Fusarium proliferatum			fusarium fujikuroi	stat_undetected	In planta expression profiles of five Fusarium fujikuroi species complex (FFC) isolates revealed common and different sets of up-regulated genes
mal	SRR15813545	SAMN21160516	PRJNA516233	True	Listeria monocytogenes	Listeria monocytogenes	1.51		all_match	Xenobiotic Effects of Chlorine Dioxide to Escherichia coli O157:H7 on Non-host Tomato Environment Revealed by Transcriptional Network Modeling: Implications to Adaptation and Selection.
mal	ERR4315568	SAMEA7036211	PRJEB39201	True	Puccinia striiformis f. sp. tritici			puccinia striiformis f. sp. tritici	stat_undetected	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR9833311	SAMN12359422	PRJNA556551	True	Potato mop-top virus			potato mop-top virus	stat_undetected	Efficient RNA silencing suppression activity of Potato Mop-Top Virus 8K protein is driven by variability and positive selection
mal	SRR10765499	SAMN13677091	PRJNA597539	True	Cotton leafroll dwarf virus			cotton leafroll dwarf virus	stat_undetected	Complete Genome Sequence of Cotton Leafroll Dwarf Virus Isolated from Cotton in Texas, USA.
mal	SRR10221950	SAMN12884894	PRJNA575278	True	Barley virus G			barley virus g	stat_undetected	RNA-seq of Barley virus G
mal	SRR9833304	SAMN12359431	PRJNA556551	True	Potato mop-top virus			potato mop-top virus	stat_undetected	Efficient RNA silencing suppression activity of Potato Mop-Top Virus 8K protein is driven by variability and positive selection
mal	SRR10971114	SAMN13873364	PRJNA601749	True	Potato virus Y strain N-Wi	Potato virus Y	61.08	potato virus y	all_match	PVY Transmission Modes
mal	SRR10971183	SAMN13873301	PRJNA601749	True	Potato virus Y strain O	Potato virus Y	71.23	potato virus y	all_match	PVY Transmission Modes
mal	SRR18189683	SAMN26354341	PRJNA811762	True	Beet necrotic yellow vein virus			beet necrotic yellow vein virus	stat_undetected	BNYVV population sequencing
mal	SRR25916121	SAMN37208216	PRJNA1011022	True	Hogweed virus Y				stat_undetected	Baseline virus reservoir
mal	SRR31841601	SAMN46001286	PRJNA1203667	True	Potato virus Y	Potato virus Y	8.85	potyvirus yituberosi	meta_conflict	Potato virus Y sequencing
mal	SRR32667258	SAMN47293321	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	12.47	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667265	SAMN47293315	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	27.13	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667288	SAMN47293272	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	27.33	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32741175	SAMN47417324	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695289	SAMN50023675	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	16.49	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR33583439	SAMN48523078	PRJNA1263482	True	Orthotospovirus tomatomaculae	Orthotospovirus tomatomaculae	12.8	tomato spotted wilt virus	meta_conflict	TSWV D-RB
mal	SRR37404248	SAMN56197652	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR37404245	SAMN56197654	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	SRR34695344	SAMN50023661	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	13.38	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR11928832	SAMN15062630	PRJNA590139	True	Watermelon mosaic virus			cucurbit aphid-borne yellows virus	stat_undetected	Identification of unknown plant viruses
mal	SRR10971108	SAMN13873205	PRJNA601749	True	Potato virus Y strain N	Potato virus Y	85.9	potato virus y	all_match	PVY Transmission Modes
mal	SRR10244774	SAMN12993632	PRJNA576432	True	Potato virus Y				stat_undetected	Internet Shopping
mal	SRR24044907	SAMN34034856	PRJNA951524	True	Nerine virus X			nerine virus x	stat_undetected	cDNA sequencing of historic nerine virus X samples
mal	SRR21999040	SAMN31399153	PRJNA892893	True	Orthotospovirus tomatomaculae	Tomato spotted wilt orthotospovirus	11.59		stat_conflict	Nanotube-based viral enriched platform
mal	SRR28475120	SAMN40564432	PRJNA802726	True	Turnip yellows virus				stat_undetected	
mal	SRR21999042	SAMN31399151	PRJNA892893	True	Orthotospovirus tomatomaculae				stat_undetected	Nanotube-based viral enriched platform
mal	SRR26903535	SAMN38335326	PRJNA1043184	True	Maize yellow mosaic virus				stat_undetected	African Maize virome
mal	SRR26903533	SAMN38335328	PRJNA1043184	True	Maize yellow mosaic virus				stat_undetected	African Maize virome
mal	SRR28476538	SAMN40527389	PRJNA1089140	True	Andean potato latent virus	Andean potato latent virus	11.89		all_match	Historic Tymoviruses
mal	SRR28476529	SAMN40527398	PRJNA1089140	True	Belladonna mottle virus				stat_undetected	Historic Tymoviruses
mal	SRR31334582	SAMN44636218	PRJNA1183799	True	Ullucus polerovirus 1				stat_undetected	Plant metagenomics Oxalis tuberosa
mal	SRR32667278	SAMN47293281	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	17.15	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR33583435	SAMN48523085	PRJNA1263482	True	Orthotospovirus tomatomaculae	Orthotospovirus tomatomaculae	55.56	tomato spotted wilt virus	meta_conflict	TSWV D-RB
mal	SRR32667335	SAMN47293251	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	18.93	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR37404246	SAMN56197653	PRJNA1429803	True	Potato leafroll virus				stat_undetected	
mal	DRR576617	SAMD00796607	PRJDB18332	True	Tulip mild mottle mosaic virus			tulip mild mottle mosaic virus	stat_undetected	First complete genome sequence of tulip mild mottle mosaic virus
mal	SRR32667333	SAMN47293253	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	24.38	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695316	SAMN50023643	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	33.72	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32667316	SAMN47293290	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	23.92	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR39018895	SAMN60640539	PRJNA1475403	True	Tomato brown rugose fruit virus			tomato brown rugose fruit virus	stat_undetected	Tomato brown rugose fruit virus from sheep manure
mal	SRR34695282	SAMN50023682	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695321	SAMN50023638	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695298	SAMN50023703	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR10971068	SAMN13873242	PRJNA601749	True	Potato virus Y strain N	Potato virus Y	72.02	potato virus y	all_match	PVY Transmission Modes
mal	SRR34695326	SAMN50023616	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	29.69	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR34695343	SAMN50023662	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR5377144	SAMN06630017	PRJNA380230	True	Tomato yellow leaf curl virus				stat_undetected	Next generation sequencing for detection and discovery of plant viruses and viroids: comparison of two approaches
mal	SRR18070415	SAMN26038425	PRJNA808246	True	Subterranean clover mottle virus				stat_undetected	Plant virus metagenomic data 2022
mal	SRR26904526	SAMN38331116	PRJNA1043087	True	Sugarcane mosaic virus			maize chlorotic mottle virus	stat_undetected	Diversity of the viruses of maize lethal necrosis disease complex
mal	SRR28476534	SAMN40527393	PRJNA1089140	True	Eggplant mosaic virus	Eggplant mosaic virus	47.94		all_match	Historic Tymoviruses
mal	SRR28147553	SAMN40188183	PRJNA1081807	True	Dichorhavirus orchidaceae				stat_undetected	Plant metagenomics Veronica spicata and Dendrochilum magnum
mal	SRR22139848	SAMN31571461	PRJNA895362	True	Citrus leprosis virus C2			citrus leprosis virus c2	stat_undetected	High-throughput sequencing application in the detection and discovery of viruses associated with the regulated citrus leprosis disease complex.
mal	SRR18189684	SAMN26354340	PRJNA811762	True	Beet necrotic yellow vein virus	Beet necrotic yellow vein virus	4.78	beet necrotic yellow vein virus	all_match	BNYVV population sequencing
mal	SRR32667266	SAMN47293314	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae			impatiens necrotic spot orthotospovirus	stat_undetected	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR32741169	SAMN47417314	PRJNA1228670	True	Orthotospovirus impatiensnecromaculae	Orthotospovirus impatiensnecromaculae	23.08	impatiens necrotic spot orthotospovirus	meta_conflict	Impatiens Necrotic Spot Orthotospovirus Whole Genome sequencing and assembly
mal	SRR26903537	SAMN38335324	PRJNA1043184	True	Maize yellow mosaic virus				stat_undetected	African Maize virome
