Run	fungi_pct	oomycota_pct	nematoda_pct	analyzed
SRR29437247	0.1638239710575916	0.0	0.0	215187068
SRR11214643	37.412003492209266	0.0	0.0	7214917
SRR11214568	3.8339900939553146	0.0	0.0	16573517
SRR28353113	0.0	0.0	0.0	23593517
ERR5928156	3.3254999115707307	0.0	0.0	15373869
ERR3500528	0.4837272305027095	0.0	0.0	44321466
SRR25865099	0.0	0.0	0.0	38139360
SRR9684535	1.0122057963263873	0.0	0.0	376366349
SRR14871480	0.12972488972767643	0.7506509431247836	0.0	42157677
ERR1554680	0.0	23.271389930799906	0.0	33201545
SRR28258171	75.91044764861593	0.0	0.0	23864030
SRR23512629	3.278094245196502	0.0	0.0	38321656
SRR29888333	0.7637165399464708	0.0	0.0	33663537
SRR11214618	26.563646131632133	0.0	0.0	19665335
DRR857913	44.395166175048054	0.0	0.0	36032335
SRR11348677	0.3444677234783789	0.0	0.0	7206771
ERR5928189	0.0	0.0	0.0	9751243
SRR23706864	0.0	0.0	0.0	81383840
SRR28258195	88.45594812532826	0.0	0.0	25807585
SRR6813487	69.9495192458298	0.0	0.0	33997313
ERR1607742	0.5502975766367884	0.0	0.0	32105175
ERR9860267	0.7185362687328003	0.0	0.0	48357893
ERR4761827	0.46015632475321533	0.0	0.0	30140844
ERR13108595	0.0	0.0	0.0	22842035
ERR5696214	0.0	0.0	0.0	5423069
ERR12252997	1.432110807597309	0.0	0.0	23419766
SRR11248480	0.0	0.0	0.0	4201436
ERR1224564	0.0	0.0	0.0	15944872
SRR14318418	16.417531869335726	0.0	0.0	2570496
SRR30771151	13.855455744451012	0.0	0.0	23259603
SRR24718844	0.0	0.0	0.0	10962915
SRR30771150	13.233232679910046	0.0	0.0	12844405
SRR32908669	0.0	0.0	0.0	109129089
SRR4296239	0.0	0.0	0.0	11511557
SRR6242027	6.556661072779107	0.0	0.0	110991386
